Region,Category,Country,Group,Summary,TSC,Date,Type
AM,,United States,Deskside,Creston Panel - Software Issues.,Y,10-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,27-10-2022,Incident
AM,Network,United States,Deskside,HARD DOWN - Network issues - VPN - Connectivity / URGENT!,Y,07-10-2022,Incident
AM,Laptop,United States,Deskside,Tadd Wisinski - Hardware Issue - Laptop,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Marie Lisco - Hardware Issue - Laptop,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Windows 10 Issues.,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident
AM,Windows / OS,United States,Deskside,Local Admin Rights - Re-instate local admin rights to PC,Y,12-10-2022,Incident
AM,Email,United States,Deskside,Intune - Phone is asking for admin rights to access JLL email.,Y,12-10-2022,Incident
AM,M365,United States,Deskside,Microsoft office - application issues,Y,10-10-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,07-10-2022,Incident
AM,Active Directory,United States,Deskside,Reported Issue - Security - Other,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,EMEA - Laptop Lost / Stolen HR Business partner engaged and Legal are aware,Y,12-12-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams -  App is not working /  Error message,Y,07-10-2022,Incident
AM,Network,United States,Deskside,Reported Issue - Network - WiFi- Computer is not connecting to the Network,Y,07-10-2022,Incident
AM,Laptop,United States,Deskside,JLL Network issues - VPN - Technical Error issues on new JLL laptop,Y,11-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Unable to install Printer Driver / Admin credentials required,Y,24-10-2022,Incident
AM,Windows / OS,United States,Deskside,Irene Veras - Reported Issue - Application - Windows 10,Y,20-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - McAfee File and Removable Media Protection (USB Encryption),Y,17-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - ,Y,12-10-2022,Incident
AM,Windows / OS,United States,Deskside,BAC - Compliance Checking at Login,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,20-10-2022,Incident
AM,,United States,Deskside,JLL Admin rights - Cannot install software,Y,11-10-2022,Incident
AM,Printer,United States,Deskside,"""Fiery Printer Driver Updater Module"" Removal",Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,WebEx Meetings - Meeting Invite Errors,Y,07-10-2022,Incident
AM,Hardware,United States,Deskside,Laura Rice - Hardware Issue - Monitor,Y,13-10-2022,Incident
AM,Access,United States,Deskside,Client Server - Access Issues ,Y,07-10-2022,Incident
AM,M365,United States,Deskside,JLL Teams Display settings issue,Y,17-10-2022,Incident
AM,Network,United States,Deskside,Network Drive - Other Issue,Y,19-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - My broker's laptop has a black screen when he tried to turn it on,Y,07-10-2022,Incident
AM,,Canada,Deskside,Cannot download e-transfers of documents,Y,10-10-2022,Incident
AM,Email,United States,Deskside,Microsoft Teams - Outlook add-in,Y,13-10-2022,Incident
AM,Email,United States,Deskside,"Outlook - ""Need password"" issue ",Y,11-10-2022,Incident
AM,,United States,Deskside,JLL Admin Rights  - Project Online Install,Y,10-10-2022,Incident
AM,Laptop,United States,Deskside,"Hardware Issue - Laptop, battery not holding charge. Dell 7490",Y,07-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Admin Rights,Y,07-10-2022,Incident
AM,Password,United States,Deskside,The user has 3 ticket with reset passwords,Y,12-10-2022,Incident
AM,Access,United States,Deskside,Network Drive - Access,Y,11-10-2022,Incident
AM,Password,United States,Deskside,John Underwood - Password not working in login ,Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10  -  Error message,Y,17-10-2022,Incident
AP,,,Deskside,"sgsin01upsp007 - UPS Battery replace indicator - replace battery, follow KB article",Y,01-12-2022,Incident
AM,Intune,United States,Deskside,P2;INC1135392  ; New; Pam Paddock; JLL - Intune - iOS update issue,Y,19-10-2022,Incident
AM,Intune,United States,Deskside,P2; INC1135411; New; Dan Loughlin; JLL  Intune - iOS update assistance,Y,19-10-2022,Incident
AM,Access,United States,Deskside,BAC WebEx  - Application issues / Access issues,Y,12-10-2022,Incident
AM,Intune,United States,Deskside,P2; INC1135440; New ; Demetri Rackos; JLL - Intune - iOS update assistance,Y,17-10-2022,Incident
AM,Laptop,United States,Deskside,Avery Overstreet - JLL Hardware Issue - Laptop Performance - On Going issue,Y,09-11-2022,Incident
AM,Intune,United States,Deskside,JLL - Intune - iOS update error,Y,11-10-2022,Incident
AM,Intune,United States,Deskside,JLL   - Intune - iOS update assistance,Y,09-10-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune - iOS update,Y,09-10-2022,Incident
AM,Intune,United States,Deskside,JLL - Intune - iOS update error,Y,11-10-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune - iOS update,Y,19-10-2022,Incident
AM,Laptop,United States,Deskside,Brent Brunnemer - JLL Hardware Issue - Laptop Internet & Performance,Y,12-10-2022,Incident
AM,Intune,United States,Deskside,JLL  - Intune - iOS update error,Y,14-10-2022,Incident
AM,Windows / OS,United States,Deskside,Application Issue - Computer Issues,Y,28-10-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune - iOS update,Y,10-10-2022,Incident
AM,Active Directory,,Deskside,The user doesn appears in our system,Y,10-10-2022,Incident
AM,Mobile Device,United States,Deskside,Microsoft Endpoint Manager: Your mobile device is out of compliance,Y,19-10-2022,Incident
AM,Printer,United States,Deskside,"""Fiery Printer Driver Updater Module"" Removal",Y,14-10-2022,Incident
AM,,United States,Deskside,CPU battery,Y,10-10-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop | Not powering on,Y,20-02-2023,Incident
AM,Intune,United States,Deskside,JLL  - Intune - iOS update error,Y,11-10-2022,Incident
AM,Network,United States,Deskside,Network Account - Off Network Computer Login Issue,Y,13-10-2022,Incident
AM,Intune,United States,Deskside,JLL  - Intune - iOS update error,Y,19-10-2022,Incident
AP,Windows / OS,India,Deskside,unable to open excel document ,Y,20-10-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop | Mac OS update pop-up,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,25-10-2022,Incident
AM,,United States,Deskside,SQL Server Management Studio (SSMS) - Download and Install,Y,21-10-2022,Incident
AP,Email,Singapore,Deskside,"** URGENT ** Network issues - Not receive emails, cannot send emails and folder in Outlook is not updated",Y,11-10-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,17-10-2022,Incident
AM,Password,United States,Deskside,Hard Down / Hardware Issue - Reset Password / Unable to sign in to MAC laptop,Y,11-10-2022,Incident
AP,,Singapore,Deskside,Original / Previous Desktop Wallpaper and Icons were auto modified without Albert's Intervention (Could be due to GPO),Y,11-10-2022,Incident
AP,Windows / OS,Malaysia,Deskside,Popup Virus detected,Y,10-10-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop Not starting,Y,11-10-2022,Incident
AP,,China,Deskside,OneDrive unable sync,Y,19-10-2022,Incident
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,13-10-2022,Incident
AP,Email,India,Deskside,Email issue,Y,11-10-2022,Incident
AP,Laptop,Malaysia,Deskside,** URGENT ** Hardware Issue - Laptop ,Y,14-10-2022,Incident
AP,M365,India,Deskside,MS teams not functioning,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,10-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,20-10-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Ben Hestir - HARD DOWN - laptop issues   - TRK No.: 770395392209,Y,10-11-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,11-10-2022,Incident
AM,Windows / OS,United States,Deskside,BAC Compliance Checking at Login,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,21-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,10-10-2022,Incident
AM,Printer,United States,Deskside,JLL Admin rights - Cannot install printer driver,Y,13-10-2022,Incident
AM,Active Directory,United States,Deskside,BAC Client Portal - Compliance Checking at Login,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,"Hardware Issue - Laptop Crashing / ""Exceeded memory"" error",Y,18-10-2022,Incident
AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,12-10-2022,Incident
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,Joey Followay - Hardware Issue - Laptop,Y,24-10-2022,Incident
AM,Email,United States,Deskside,Microsoft Teams / Outlook -  MS Teams Add-in missing,Y,11-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - ,Y,17-11-2022,Incident
AM,Windows / OS,United States,Deskside,BAC - JLL Portal - Compliance Conflict - 15 Days Compliance Period Expired,Y,12-10-2022,Incident
AM,Password,United States,Deskside,Password  locked  out  ,Y,10-10-2022,Incident
AM,Hardware,United States,Deskside,JLL Hardware Issue - Login error received,Y,10-10-2022,Incident
AM,M365,United States,Deskside,Microsoft Teams â€“ Teams is slow or unusable ,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,11-10-2022,Incident
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,11-10-2022,Incident
AM,Hardware,United States,Deskside, BLUE SCREEN - Hardware issue,Y,11-10-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Monitor,Y,12-10-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,13-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,11-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Computer does not go to sleep mode and gets extremely hot when the lid is closed,Y,26-10-2022,Incident
AM,M365,United States,Deskside,Software (Microsoft Visio and Project)  -  Installation issues / Admin rights required,Y,11-10-2022,Incident
EMEA,,Netherlands,Deskside,Reported Issue - Application - Excel (desktop),Y,11-11-2022,Incident
AM,Email,United States,Deskside, Intune App issues  -  Cannot access JLL email on JLL iPhone or iPad / iOS update needed,Y,10-10-2022,Incident
AM,M365,United States,Deskside,Microsoft Office - Issues,Y,13-10-2022,Incident
AM,Email,United States,Deskside,Outlook - Microsoft Teams  Add-in.,Y,11-10-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10 - Bluetooth ,Y,12-10-2022,Incident
AM,,United States,Deskside,Sarah Kutner - Adobe Acrobat,Y,02-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop/Monitor (INC1126768),Y,21-10-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,13-10-2022,Incident
AM,M365,United States,Deskside,URGENT - Microsoft Office - Products Disabled - License Required,Y,10-10-2022,Incident
AM,Printer,United States,Deskside,Nuzhat Maherin-Hardware Issue - Printer,Y,18-10-2022,Incident
AM,,United States,Deskside,PowerPoint (desktop) - Application Issues.,Y,11-10-2022,Incident
AM,Network,United States,Deskside,Internet - Network connectivity issues - Currently  in progress to Reproduce in a Public Area or effected network - ,Y,17-10-2022,Incident
AM,Email,United States,Deskside,Email - Issue sending or receiving reported,Y,26-10-2022,Incident
AM,Windows / OS,United States,Deskside,Software - Windows Search bar is not working and PowerPoint Files do not open,Y,25-10-2022,Incident
AM,,United States,Deskside,Audio - Issues ,Y,12-10-2022,Incident
AM,,United States,Deskside, Adobe Acrobat Pro - License Issues.,Y,11-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,11-10-2022,Incident
AM,Email,Canada,Deskside,Outlook - CPCLeaseAdmin not showing current messages and outlook is slow,Y,13-10-2022,Incident
AM,Email,United States,Deskside,JLL Outlook Credential 'need Password' not showing after bitlocker -repetetive-,Y,20-10-2022,Incident
AM,Email,United States,Deskside,Outlook - Missing PST Files,Y,18-10-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,10-10-2022,Incident
AM,Hardware,United States,Deskside,"Reported Issue - Hardware - Badge reader for subunit on floor 35 at 601 Union St, Seattle WA is not working for newly assigned badges. ",Y,12-10-2022,Incident
AM,Intune,United States,Deskside,JLL  - Intune - iOS update error ,Y,10-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance Issues,Y,21-10-2022,Incident
AM,Laptop,Canada,Deskside,Hardware Issue - Laptop  Battery.,Y,21-11-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,04-11-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance Issues.,Y,12-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Photoshop,Y,02-11-2022,Incident
AM,,Canada,Deskside,Adobe Acrobat Pro - Unable to install software,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop USB issues.,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Laptop not turning back on,Y,17-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Docking Station,Y,25-10-2022,Incident
AP,Windows / OS,India,Deskside,windows troubleshooting,Y,17-10-2022,Incident
AM,Network,United States,Deskside,BAC - Network Drive - Other Issue,Y,11-10-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - ,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Quinn Spencer-Hardware Issue - Laptop Performance Issues.791304109350,Y,03-11-2022,Incident
AM,Intune,United States,Deskside,BAC - Intune -  IOS update,Y,11-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Kardin Budget System,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,BAC - Adobe Acrobat Standard DC -  Installation on a new laptop,Y,24-10-2022,Incident
AM,Email,United States,Deskside,Outlook - Subfolders ,Y,28-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - WinZip,Y,12-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware - Laptop updates.,Y,14-10-2022,Incident
AM,,United States,Deskside,Adobe creative - software installation failed,Y,24-10-2022,Incident
AM,Windows / OS,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous,Y,12-10-2022,Incident
AM,Windows / OS,United States,Deskside,Software  -  Need Help Installing a Tableau Driver,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,06-12-2022,Incident
AM,Access,United States,Deskside,message receiving on pc compliance conflict on user pc unable to access ,Y,14-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue -  Cabling dock + Display,Y,10-10-2022,Incident
AM,Laptop,United States,Deskside,Laptop issues,Y,25-10-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune Install Failure,Y,14-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,14-10-2022,Incident
AM,,United States,Deskside,Guy Oswalt - message receiving on pc compliance conflict on user pc ,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Delia Cox - Reported Issue - Hardware - Laptop_Desktop,Y,21-10-2022,Incident
AP,Windows / OS,Australia,Deskside,Reported Issue - Application - Windows 10,Y,18-10-2022,Incident
AP,Laptop,New Zealand,Deskside,Hardware Issue - Laptop | Anti Virus pop-up,Y,10-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Excel (desktop),Y,12-10-2022,Incident
AP,,Australia,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,14-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Monitor(not being recognized),Y,12-10-2022,Incident
AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,06-11-2022,Incident
AP,Email,Singapore,Deskside,Outlook - not responding only for blast email,Y,12-10-2022,Incident
AP,,India,Deskside,Application issue,Y,23-10-2022,Incident
EMEA,,Spain,Deskside,Reported Issue - Application - Word (desktop),Y,30-12-2022,Incident
AP,,Philippines,Deskside,Reported Issue - Application - TOTOM VAST GP not updated,Y,19-10-2022,Incident
AP,Mobile Device,Singapore,Deskside,SG Mobile Admin Mailbox Errors,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN - Network Access Issues - Laptop - Service tag: G3J0P53 ,Y,17-10-2022,Incident
AM,Email,United States,Deskside,Outlook Mailbox access issues,Y,12-10-2022,Incident
AM,Email,United States,Deskside,Email - Outook/External SharePoint calendar issues,Y,21-10-2022,Incident
AM,,United States,Deskside,BAC Client Portal - Compliance Checking at Login,Y,17-10-2022,Incident
AM,M365,United States,Deskside,Teams meeting issues at phone,Y,28-10-2022,Incident
EMEA,Laptop,Ireland,Deskside,Hardware Issue - Laptop,Y,10-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Office - URGENT!,Y,11-10-2022,Incident
AM,Intune,United States,Deskside,Christopher Sheerin-Application Issue - Intune - iOS update / URGENT!,Y,03-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application -  AutoCAD/Autodesk updates failing,Y,18-10-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,27-10-2022,Incident
AM,Intune,Canada,Deskside,Intune - iOS update / Assistance in French,Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10  -  Error message,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Software Installation - DJI Terra - Laptop,Y,13-10-2022,Incident
AM,Email,United States,Deskside,Outlook (desktop)- Mailbox is full,Y,12-10-2022,Incident
AM,,United States,Deskside,BAC- VPN - Unresolved domain issue upon log in to VPN and Corrigo log in issue,Y,11-10-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,17-10-2022,Incident
EMEA,,United Kingdom,Deskside,Reported Issue - Office Technology,Y,08-11-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe Pro,Y,11-10-2022,Incident
AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,11-10-2022,Incident
AM,Active Directory,United States,Deskside,Reported Issue - Application - ,Y,28-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,13-10-2022,Incident
AM,,United States,Deskside,Computer do not starting - keyboard issues,Y,11-10-2022,Incident
AM,,United States,Deskside,BAC   -  HVD - VMWare Horizon Client Request for Installation,Y,13-10-2022,Incident
AM,Access,United States,Deskside,Network Drive - Access Issues,Y,19-10-2022,Incident
AM,Laptop,United States,Deskside,BAC Hardware Issue - Laptop,Y,12-10-2022,Incident
AM,Windows / OS,United States,Deskside,Windows 10  -  Error message,Y,14-10-2022,Incident
AM,,United States,Deskside,Word document issues /Content appear as hyperlinks,Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,13-10-2022,Incident
AM,M365,United States,Deskside,Software ( Microsoft Project) -  Installation / Admin rights required,Y,12-10-2022,Incident
AM,Laptop,Mexico,Deskside,Laptop Dell - System Failure ,Y,14-10-2022,Incident
AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,BAC Reported Issue - Hardware - Laptop_Desktop,Y,23-11-2022,Incident
AM,Printer,Canada,Deskside,Printer -  Issues,Y,12-10-2022,Incident
AM,,United States,Deskside,Account keeps getting locked put every morning,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,HARD DOWN - Hardware Issue - Laptop keyboard is not working  / The user can't even log in ,Y,12-10-2022,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to Run AndroidTool.exe,Y,13-10-2022,Incident
EMEA,M365,Spain,Deskside,Reported Issue - Application - Project Online,Y,23-11-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - MS Teams,Y,12-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Adobe Acrobat Pro,Y,13-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Box (Global),Y,12-10-2022,Incident
AP,Windows / OS,India,Deskside,Application configurations ,Y,26-10-2022,Incident
AM,Network,Canada,Deskside,Reported Issue - Network - Other,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop- Microphone damaged,Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,BOA - Site blocked,Y,13-10-2022,Incident
AM,,United States,Deskside,Box (Global) - Installation Request.,Y,17-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,13-10-2022,Incident
AM,Network,United States,Deskside, Network - WiFi Connectivity Issues.,Y,13-10-2022,Incident
AM,,United States,Deskside,Excel - Reader issues.,Y,13-10-2022,Incident
AM,,United States,Deskside,JLL Admin Rights  -  JAVA and Drivers install,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Pamela Dunnom - Reported Issue - Hardware - Laptop_Desktop,Y,20-10-2022,Incident
AM,Printer,United States,Deskside,Hardware Issue - Printer,Y,12-10-2022,Incident
AM,,United States,Deskside,Unable to install required software - Local admin Rights,Y,12-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - Webex,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Freezing constantly after Software updates / Power button not responding,Y,19-10-2022,Incident
AM,Windows / OS,United States,Deskside,Reported Issue - Security - Other,Y,18-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Application - PowerPoint (desktop),Y,13-10-2022,Incident
AM,Email,United States,Deskside,Email - Other reported,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Steve Barber - Hardware Issue - Laptop Performance- Slow computer.,Y,27-10-2022,Incident
AM,,United States,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,14-10-2022,Incident
AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,14-10-2022,Incident
AM,,United States,Deskside,URGENT - The user needs to install the VPN,Y,11-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,13-10-2022,Incident
AP,,Philippines,Deskside,Box Drive needs to be installed/downloaded onto the requester's machine - Deskside support.,Y,19-10-2022,Incident
AM,Hardware,United States,Deskside,Hardware Issue - Monitor setup,Y,20-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,17-10-2022,Incident
AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,13-10-2022,Incident
AM,Hardware,United States,Deskside,Reported Issue - Hardware - Other,Y,13-10-2022,Incident
AM,Laptop,United States,Deskside,Laptop issues - Internet ,Y,14-10-2022,Incident
AM,Laptop,United States,Deskside,BAC - Laptop - Unable to print (home printer),Y,13-10-2022,Incident
AP,,Australia,Deskside,Chrome Issues,Y,11-10-2022,Incident
AM,Email,Canada,Deskside,Email - Other reported,Y,13-10-2022,Incident
AM,Email,United States,Deskside,Teams Add.in missing in Outlook,Y,12-10-2022,Incident
AM,M365,United States,Deskside,Reported Issue - Application - Project Online,Y,14-10-2022,Incident
AP,,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,13-10-2022,Incident
AP,Printer,Australia,Deskside,Reported Issue - Hardware - Printer,Y,18-10-2022,Incident
AM,,United States,Deskside,Adobe Acrobat Pro - adobe issues,Y,19-10-2022,Incident
AP,Laptop,Australia,Deskside,Hardware Issue - Laptop,Y,13-10-2022,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,13-10-2022,Incident
AP,Laptop,Singapore,Deskside,User unable on the Laptop (Updating Short Description: Laptop keeps restarting. Requires physical laptop for engineer to perform troubleshooting),Y,21-10-2022,Incident
AP,M365,Australia,Deskside,Reported Issue - Application - Microsoft Teams - IM/Chat/Desktop Client Function,Y,18-10-2022,Incident
AP,Email,Australia,Deskside,Email - Other reported,Y,18-10-2022,Incident
AP,M365,Philippines,Deskside,MS Teams Issue - Open File in Desktop,Y,12-10-2022,Incident
AM,,United States,Deskside,AutoCAD - Installation Request.,Y,13-10-2022,Incident
AM,,United States,Deskside,Admin Rights - Drivers and Utilities Combo Package Installer,Y,13-10-2022,Incident
AP,Intune,Hong Kong,Deskside,Application Issue - Intune login Failure,Y,16-10-2022,Incident
AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,17-10-2022,Incident
AP,,Australia,Deskside,Application Issue - Adobe Acrobat or Nitro PDF,Y,17-10-2022,Incident
AP,Email,Hong Kong,Deskside,Application Issue - RE: Teams Meeting Setup in Outlook,Y,23-10-2022,Incident
AP,Email,Hong Kong,Deskside,Outlook - Cannot connected to my archive mailbox. Please help to rectify.,Y,14-10-2022,Incident
AP,Network,India,Deskside,Network issue,Y,24-10-2022,Incident
EMEA,Printer,France,Deskside,Reported Issue - Hardware - Printer,Y,02-11-2022,Incident
AP,Windows / OS,India,Deskside,Windows troubleshooting,Y,14-10-2022,Incident
AP,,Hong Kong,Deskside,Reported Issue - Server - Database,Y,13-10-2022,Incident
EMEA,Access,United Kingdom,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,03-11-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,03-11-2022,Incident
EMEA,Laptop,Germany,Deskside,Laptop Lost / Stolen,Y,07-11-2022,Incident
AM,Email,United States,Deskside,Outlook Email not sent,Y,12-10-2022,Incident
EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,30-11-2022,Incident
EMEA,,United Kingdom,Deskside,Reported Issue - Other / Miscellaneous - Dragon,Y,03-12-2022,Incident
AM,Access,United States,Deskside,User cannot access shared files (requires open vpn installation),Y,18-10-2022,Incident
EMEA,,Hungary,Deskside,Reported Issue - Application - Planning Analytics Excel (PAX) EMEA,Y,05-12-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues -  Dell Latitude 7490,Y,19-10-2022,Incident
AM,,United States,Deskside,Local Admin Rights - Unable to install application AutoCAD 2023,Y,12-10-2022,Incident
AM,Intune,United States,Deskside,Application Issue - Intune - iOS update,Y,14-10-2022,Incident
AM,,United States,Deskside,Software - McAfee Anti-virus disappeared from the computer,Y,13-10-2022,Incident
AM,Windows / OS,United States,Deskside,Software - Error message received when starting the computer,Y,14-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,14-10-2022,Incident
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,13-10-2022,Incident
AM,,United States,Deskside,JLL Restart pops up multiple times a day,Y,09-11-2022,Incident
AM,Active Directory,United States,Deskside,BAC - Compliance Checking at Login,Y,12-10-2022,Incident
AM,Email,United States,Deskside,Outlook (desktop) - .PST File Error,Y,17-10-2022,Incident
AM,Email,United States,Deskside,Email issue,Y,14-10-2022,Incident
