Region,Category,Country,Group,Summary,TSC,Date,Type,Cleaned_Column,Lemmatized_Column,Final_cleaned
AM,,United States,Deskside,Reported Issue - Security - Other,Y,05-09-2022,Incident,                 reported issue  security  other,                  report issue   security   other,report issue security
AM,Email,United States,Deskside,JLL outlook merge emails stuck on outbox,Y,08-09-2022,Incident,          jll outlook merge emails stuck on outbox,           jll outlook merge email stick on outbox,jll outlook
AM,Email,United States,Deskside,URGENT JLL Outlook Storage / lag  issues,Y,02-09-2022,Incident,          urgent jll outlook storage  lag  issues,           urgent jll outlook storage   lag   issue,urgent jll outlook storage
AP,,Australia,Deskside,Application Issue - Issue with Onboarding Tool,Y,11-09-2022,Incident,    application issue  issue with onboarding tool,     application issue   issue with onboarding tool,application issue issue
AP,,Hong Kong,Deskside,Missing E-mails,Y,01-09-2022,Incident,                                   missing emails,                                    miss email,
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Battery issues.,Y,06-09-2022,Incident,           hardware issue  laptop battery issues,            hardware issue   laptop battery issue,hardware issue laptop battery issue
AM,Laptop,United States,Deskside,Ashakia Macklin - HARD DOWN JLL Hardware Issue - Laptop / OS Performance,Y,06-09-2022,Incident,ashakia macklin  hard down jll hardware issue ,ashakia macklin   hard down jll hardware issue,ashakia macklin jll hardware issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop replacement,Y,06-09-2022,Incident,               hardware issue  laptop replacement,                hardware issue   laptop replacement,hardware issue laptop replacement
AM,Laptop,United States,Deskside,Hardware Issue - Laptop audio issues,Y,05-09-2022,Incident,              hardware issue  laptop audio issues,               hardware issue   laptop audio issue,hardware issue laptop audio issue
AM,,United States,Deskside,Not able to rebirth a request,Y,08-11-2022,Incident,                     not able to rebirth a request,                      not able to rebirth a request,
AM,M365,United States,Deskside,Travis James JLL   - teams audio issue,Y,23-09-2022,Incident,            travis james jll    teams audio issue,             travis james jll     team audio issue,travis james jll team audio issue
AM,,United States,Deskside,ePro -  Ordering a software license / Adobe,Y,03-10-2022,Incident,       epro   ordering a software license  adobe,        epro    order a software license   adobe,epro order software license adobe
AM,Laptop,United States,Deskside,Sara Alter - Hardware - JLL Damaged Property - Laptop Performance URGENT,Y,07-10-2022,Incident,sara alter  hardware  jll damaged property  ,sara alter   hardware   jll damage property  ,hardware jll damage property
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop low memory notification,Y,22-09-2022,Incident,jll hardware issue  laptop low memory notifica,jll hardware issue   laptop low memory notifica,jll hardware issue laptop low memory notifica
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,27-09-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AP,Hardware,Australia,Deskside,Hardware Issue - Docking Station,Y,06-12-2022,Incident,                  hardware issue  docking station,                   hardware issue   docking station,hardware issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,02-09-2022,Incident,                           hardware issue  laptop,                            hardware issue   laptop,hardware issue laptop
AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop BAD Performance - Final Strike before closure,Y,14-11-2022,Incident,jll hardware issue  laptop bad performance  f,jll hardware issue   laptop bad performance   f,jll hardware issue laptop bad performance f
AM,Hardware,United States,Deskside,JLL Hardware Issue - Monitor issues,Y,01-09-2022,Incident,               jll hardware issue  monitor issues,                jll hardware issue   monitor issue,jll hardware issue monitor issue
AM,Laptop,United States,Deskside,Hardware Issue - Laptop issues. OOW - Laptop deploy - ST:HDHVPN3,Y,04-10-2022,Incident,hardware issue  laptop issues oow  laptop de,hardware issue   laptop issue oow   laptop de,hardware issue laptop issue oow laptop
AM,Laptop,United States,Deskside,Ben Lentz - Hardware Issue - Laptop will not play sound on videos,Y,02-11-2022,Incident,ben lentz  hardware issue  laptop will not pl,ben lentz   hardware issue   laptop will not pl,ben lentz hardware issue laptop
AP,Email,Australia,Deskside,Email - Issue sending or receiving reported,Y,05-09-2022,Incident,       email  issue sending or receiving reported,        email   issue send or receiving report,email issue
AP,Email,India,Deskside,Email Issues,Y,19-09-2022,Incident,                                      email issues,                                       email issue,email issue
AM,,United States,Deskside,Software - Capture One software issues,Y,20-09-2022,Incident,            software  capture one software issues,             software   capture one software issue,software issue
AP,,India,Deskside,Application issue,Y,02-09-2022,Incident,                                 application issue,                                  application issue,application issue
AM,Laptop,United States,Deskside,Hardware Issue -  Laptop disconnects from the internet  ( Recurring issue),Y,02-09-2022,Incident,hardware issue   laptop disconnects from the i,hardware issue    laptop disconnect from the i,hardware issue laptop disconnect
AM,Active Directory,United States,Deskside,BAC Compliance Checking at Login,Y,06-09-2022,Incident,                  bac compliance checking at login,                   bac compliance check at login,bac compliance check
AM,Laptop,United States,Deskside,"JLL Hardware Issue - Laptop, Mouse  & Screen Performance",Y,19-09-2022,Incident,jll hardware issue  laptop mouse   screen pe,jll hardware issue   laptop mouse    screen pe,jll hardware issue laptop mouse screen pe
AM,Access,United States,Deskside,Hardware Issue - Accessories (Power cord),Y,14-09-2022,Incident,         hardware issue  accessories power cord,          hardware issue   accessory power cord,hardware issue accessory power cord
AM,,United States,Deskside,OneDrive - Application is not working properly,Y,01-09-2022,Incident,    onedrive  application is not working properly,     onedrive   application be not work properly,onedrive application
AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - O365 App,Y,16-09-2022,Incident,reported issue  application  microsoft teams ,report issue   application   microsoft team,report issue application microsoft team
AM,Network,United States,Deskside,No network connection options,Y,08-09-2022,Incident,                     no network connection options,                      no network connection option,network connection option
AM,Email,United States,Deskside,INC1088345 - Xerox Email Blast Request.,Y,01-09-2022,Incident,           inc1088345  xerox email blast request,            inc1088345   xerox email blast request,inc1088345 xerox email blast request
AM,,United States,Deskside,NO CCM INSTALLED AT ALL,Y,05-12-2022,Incident,                           no ccm installed at all,                            no ccm instal at all,ccm instal
AM,,United States,Deskside, Adobe Support - Adobe Creative Cloud,Y,19-09-2022,Incident,              adobe support  adobe creative cloud,               adobe support   adobe creative cloud,adobe support adobe creative cloud
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,01-09-2022,Incident,               hardware issue  laptop performance,                hardware issue   laptop performance,hardware issue laptop performance
AM,,United States,Deskside,Reported Issue - Security - Suspicious Activity,Y,13-09-2022,Incident,   reported issue  security  suspicious activity,    report issue   security   suspicious activity,report issue security suspicious activity
AP,,China,Deskside,Reported Issue - Application - Corrigo,Y,06-09-2022,Incident,            reported issue  application  corrigo,             report issue   application   corrigo,report issue application corrigo
AP,,Hong Kong,Deskside,Reported Issue - Application - SharePoint Extranet,Y,04-09-2022,Incident,reported issue  application  sharepoint extranet,report issue   application   sharepoint extranet,report issue application sharepoint extranet
AP,Active Directory,Hong Kong,Deskside,Frequent Lock Out,Y,12-09-2022,Incident,                                 frequent lock out,                                  frequent lock out,frequent lock
AP,,India,Deskside,Datacard,Y,19-09-2022,Incident,                                          datacard,                                           datacard,
AP,Access,India,Deskside,Unable to access pbp.propertymanager@ap.jll.com,Y,07-09-2022,Incident,   unable to access pbppropertymanagerapjllcom,    unable to access pbppropertymanagerapjllcom,access pbppropertymanagerapjllcom
AP,,India,Deskside,Audio/Video system,Y,05-10-2022,Incident,                                audiovideo system,                                 audiovideo system,audiovideo system
AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,09-09-2022,Incident,              hardware issue  laptop not starting,               hardware issue   laptop not start,hardware issue laptop
