close notes,resolver grp,summary,Cleaned_Column
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IT-TES-891F-R01.wescoaircraft.com is Down,tier 3  critical device down ittes891fr01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 2 - Non-Critical Device Down: GR-BER-C1116-R01.wescoaircraft.com is Down,tier 2  noncritical device down grberc1116r01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IT-MAR-C1113-R01.wescoaircraft.com is Down,tier 3  critical device down itmarc1113r01wescoaircraftcom is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: CAMI-RODC01 is Down, node alert camirodc01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: gbcr-dc01 is Down, node alert gbcrdc01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMAPRINT is Down, node alert itmaprint is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBDVSAS0 is Down, node alert gbdvsas0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSSRHV0 is Down, node alert sgssrhv0 is down
"Server is pinging and accessible
hence resolving ",Windows Support, NODE ALERT: GBDVSDC1 is Down, node alert gbdvsdc1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSSRHV1 is Down, node alert sgssrhv1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSSRHR0 is Down, node alert sgssrhr0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSVSMS0 is Down, node alert sgsvsms0 is down
"Server is pinging and accessible
hence resolving ",Windows Support, NODE ALERT: SGSVSDC1 is Down, node alert sgsvsdc1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMVSDC1 is Down, node alert itmvsdc1 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: GBLVSDC01 is Down, node alert gblvsdc01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBLVSCL01 is Down, node alert gblvscl01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSVSFP0 is Down, node alert sgsvsfp0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: DC03PSQC101 is Down, node alert dc03psqc101 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: lon-esx01.haasgroupintl.com is Down,esx alert lonesx01haasgroupintlcom is down
"Server is pinging and accessible
hence resolving ",Windows Support,ESX ALERT: lon-ucesx01.haasgroupintl.com is Down,esx alert lonucesx01haasgroupintlcom is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: lon-esx02.haasgroupintl.com is Down,esx alert lonesx02haasgroupintlcom is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: lon-ucesx02.haasgroupintl.com is Down,esx alert lonucesx02haasgroupintlcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: IT-ITM-3810-S01 is Down,tier 3  critical device down ititm3810s01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: LON-DC01 is Down, node alert londc01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: LON-VEEAM-PRX02 is Down, node alert lonveeamprx02 is down
"Server is pinging and accessible
hence resolving ",Windows Support, NODE ALERT: ITMAFILE is Down, node alert itmafile is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMADC is Down, node alert itmadc is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBDVSMS0 is Down, node alert gbdvsms0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMVSMS0 is Down, node alert itmvsms0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSVSDC0 is Down, node alert sgsvsdc0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBDVSDV0 is Down, node alert gbdvsdv0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBDVSFP1 is Down, node alert gbdvsfp1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMSRHV0 is Down, node alert itmsrhv0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMVSDC0 is Down, node alert itmvsdc0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBLVSDC02 is Down, node alert gblvsdc02 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: DC03PAPRC01 is Down, node alert dc03paprc01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBLVSEX1 is Down, node alert gblvsex1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBLVSMS4 is Down, node alert gblvsms4 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: DC03PSQC102 is Down, node alert dc03psqc102 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: DC03PINCA03 is Down, node alert dc03pinca03 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: DC03PINCA04 is Down, node alert dc03pinca04 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: lon-esx03.haasgroupintl.com is Down,esx alert lonesx03haasgroupintlcom is down
"Node status: Up
Node: UKMI-ESX2
Node Description: VMware ESX Server
IP Address: 10.140.0.26

This issue occurred on Thursday, June 16, 2022 7:30 AM CT.
",Windows Support,ESX ALERT: UKMI-ESX2 is Down,esx alert ukmiesx2 is down
"Node status: Up
Node: sin-esx01.haasgroupintl.com
Node Description: VMware ESX Server
IP Address: 10.111.9.21

This issue occurred on Thursday, June 16, 2022 7:30 AM CT
",Windows Support,ESX ALERT: sin-esx01.haasgroupintl.com is Down,esx alert sinesx01haasgroupintlcom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,ESX ALERT: esxi4232.WESCOHQ.COM is Down,esx alert esxi4232wescohqcom is down
checked and found the alert resolved automatically,Backup Support,NODE ALERT: LON-DXi4700 is Down,node alert londxi4700 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: LON-DFS01 is Down, node alert londfs01 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: gbmi1-dc04 is Down, node alert gbmi1dc04 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: gbmi1-dc06 is Down, node alert gbmi1dc06 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: gbmi1-dc05 is Down, node alert gbmi1dc05 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: GBMI1-DC03 is Down, node alert gbmi1dc03 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: gbcr-dc02 is Down, node alert gbcrdc02 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: GBDVSFM0 is Down, node alert gbdvsfm0 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: GBDVSDC0 is Down, node alert gbdvsdc0 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: SGSVSFS0 is Down, node alert sgsvsfs0 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSVSFS1 is Down, node alert sgsvsfs1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: ITMSRHV1 is Down, node alert itmsrhv1 is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: SGSVSFM0 is Down, node alert sgsvsfm0 is down
"Server is pinging and accessible
hence resolving ",Windows Support, NODE ALERT: ITMVSFP0 is Down, node alert itmvsfp0 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: ukvsh1.wescohq.com is Down,esx alert ukvsh1wescohqcom is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: DC03PINCA05 is Down, node alert dc03pinca05 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: sin-esx02.haasgroupintl.com is Down,esx alert sinesx02haasgroupintlcom is down
"Server is pinging and accessible
hence resolving",Windows Support, NODE ALERT: GBMI1-AIMS is Down, node alert gbmi1aims is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: UKMI-ESX1 is Down,esx alert ukmiesx1 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: esxi4230.WESCOHQ.COM is Down,esx alert esxi4230wescohqcom is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support, NODE ALERT: LON-VEEAM-PRX01 is Down, node alert lonveeamprx01 is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: ukvsh2.wescohq.com is Down,esx alert ukvsh2wescohqcom is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: ukvsh3.wescohq.com is Down,esx alert ukvsh3wescohqcom is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: esxi4227.WESCOHQ.COM is Down,esx alert esxi4227wescohqcom is down
"Server is pinging and accessible
hence resolving",Windows Support,ESX ALERT: sin-esx04 is Down,esx alert sinesx04 is down
checked and found the alert resolved automatically,Backup Support,NODE ALERT: CKM00154803618 is Down,node alert ckm00154803618 is down
"Application State: Up

Node: GBVVSHR0

Node Description: Windows 2012 R2 Server

IP Address: 10.224.40.134

This issue occurred on Thursday, June 16, 2022 7:38 AM CT.
",Windows Support,Critical ALERT:  A Microsoft IIS component  on GBVVSHR0 is in a current state of: Down,critical alert  a microsoft iis component  on gbvvshr0 is in a current state of down
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSCL3 is : 94 %,warning alert memory utilization on gbvvscl3 is  94 
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on GBVVSMS4 is : 96 %,warning alert memory utilization on gbvvsms4 is  96 
Resolution notes copied from Parent Incident: issue resolved,Windows Support,ALERT: DISK SPACE on XA6512-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6512c label 88e6af70 has currently 20  is available
"Issue Identification: ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6523-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6523c label 88e6af70 has currently 20  is available
"Form server checked,user confirmed as issue fixed.",GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on gbsvsfm0 is in a current state of critical
alert auto resolved,MS SQL Database Support,Warning ALERT:  SQL Components component  on gbdvssq0 shows Warning,warning alert  sql components component  on gbdvssq0 shows warning
Alert reset - issue detected as resolved by Orion.,Network Support,Network Device Hardware Alert : Fan Sensor on UK-SPO-2626-S01 is Critical,network device hardware alert  fan sensor on ukspo2626s01 is critical
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: FR-TAR-TZ300-F01 is Down,tier 3  critical device down frtartz300f01 is down
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on GBVVSDV0 is Critical	,alert cpu utilization on gbvvsdv0 is critical	
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
"Issue Identification:  CPU Utilization on StLouis-DC01 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on StLouis-DC01 is Critical	,alert cpu utilization on stlouisdc01 is critical	
"Issue Identification: ALERT: DISK SPACE on XA6511-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6511-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6511c label 88e6af70 has currently 20  is available
Backlogs cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on usavsfm0 is in a current state of critical
"Issue Identification: CPU Utilization on AUS-MCL01 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion,Windows Support,Critical ALERT:  A Distributed File System (DFS) component  on AUS-DFS01 is in a current state of: Down,critical alert  a distributed file system dfs component  on ausdfs01 is in a current state of down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnxiac1111r01wescoaircraftcom is down
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmdev-ora01 is Warning,alert cpu utilization on tcmdevora01 is warning
Disk cleanup done on server,Windows Support,ALERT: DISK SPACE on AUS-BI01-C:\ Label: 1CDB9A83 has currently 9 % is available,alert disk space on ausbi01c label 1cdb9a83 has currently 9  is available
Now the service is UP and running. Reset email generated.,Linux Support,NODE ALERT: secprd-tenable04.haasgroupintl.com is Down,node alert secprdtenable04haasgroupintlcom is down
"Issue Identification: ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6504-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6504c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion.,Network Support,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",group alert group is down  network team tickets tier3  xian  apac  level 2 unit b no 5 lantian road yanliang xian china
Now the service is UP and running. Reset email generated.,Linux Support,NODE ALERT: GBVVSMS7 is Down,node alert gbvvsms7 is down
"Issue Identification: ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6515-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6515c label 88e6af70 has currently 20  is available
Backlogs are cleared and form server is up and running.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on gbsvsfm0 is in a current state of critical
"Issue Identification: ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6529-C:\ Label: 88E6AF70 has currently 19 % is available,alert disk space on xa6529c label 88e6af70 has currently 19  is available
"Issue Identification: ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6513-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6513c label 88e6af70 has currently 20  is available
"Issue Identification: ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6522-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6522c label 88e6af70 has currently 20  is available
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
"Hi all,

I have checked and found current space is 21gb available on the server .

Regards,
Ravi Varma ",JDE CNC Technical,ALERT: Disk utilization on GJDEWEB05 is Warning,alert disk utilization on gjdeweb05 is warning
CPU utilization is normal now. Reset email generated.,Linux Support,Alert: CPU Utilization on tcmprd-ws06.tcmis.com is Critical,alert cpu utilization on tcmprdws06tcmiscom is critical
Resolution notes copied from Parent Incident: issue resolved,Windows Support,Warning Alert: Memory Utilization on gbdvssq0 is : 94 %,warning alert memory utilization on gbdvssq0 is  94 
"Issue Identification: Memory Utilization on GBVFSMO0 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVFSMO0 is : 94 %,warning alert memory utilization on gbvfsmo0 is  94 
"Issue Identification: ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes",Citrix Support,ALERT: DISK SPACE on XA6502-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6502c label 88e6af70 has currently 20  is available
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CA-TRE-891F-LMC-R01.wescoaircraft.com is Down,tier 3  critical device down catre891flmcr01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion,Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
"We restarted the application, Now it is UP and running.",Linux Support,ALERT:  A M5 Monitoring Tomcat component  on tcmprd02-ws01.tcmis.com is Down,alert  a m5 monitoring tomcat component  on tcmprd02ws01tcmiscom is down
"Hi all,

I have checked and found current space is 21gb available on the server .

Regards,
Ravi Varma ",JDE CNC Technical,ALERT: Critical disk utilization on GJDEWEB05,alert critical disk utilization on gjdeweb05
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on US-SAC-2921-R01.wescoaircraft.com,tier 1  critical alert wan outage 2 on ussac2921r01wescoaircraftcom
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on UK-MIR-4351-R01.wescoaircraft.com,tier 1  critical alert wan outage 2 on ukmir4351r01wescoaircraftcom
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on UK-MIR-4351-R02.wescoaircraft.com,tier 1  critical alert wan outage 2 on ukmir4351r02wescoaircraftcom
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CA-QUE-BOM1-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down caquebom1c1111r01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Service Desk,TIER 3 - Critical Device Down: US-WIL-891-RWC-R01.wescoaircraft.com is Down,tier 3  critical device down uswil891rwcr01wescoaircraftcom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSHR0 is : 94 %,warning alert memory utilization on gbvvshr0 is  94 
"Issue Identification: ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the post-schedule reboot, the space is cleared. 
SolarWinds Confirmation (Yes/No):  Yes
",Citrix Support,ALERT: DISK SPACE on XA6520-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6520c label 88e6af70 has currently 20  is available
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on TXAU-MLEINTEST1 is Critical	,alert cpu utilization on txaumleintest1 is critical	
"Services are up and running.
CPU Utilization is normal.
Closing this incident.",JDE CNC Technical, NODE ALERT: ITEST2.WESCOHQ.COM is Down, node alert itest2wescohqcom is down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: VALJDELOG01 has rebooted, node alert valjdelog01 has rebooted
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: DEVJDEJAS2 has rebooted, node alert devjdejas2 has rebooted
Component is UP now,Linux Support,ALERT:  A ADC _sabrix _URL _monitoring component  on ws1.tcmis.com is Down,alert  a adc _sabrix _url _monitoring component  on ws1tcmiscom is down
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %,warning alert memory utilization on valexchms01 is  94 
"
Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical ALERT:  A Baseline Services_Windows component  on XA6543 is in a current state of: Down,critical alert  a baseline services_windows component  on xa6543 is in a current state of down
"Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed.",JDE CNC Technical, NODE ALERT: CAVA2JDEWEB01 has rebooted, node alert cava2jdeweb01 has rebooted
Backlog cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on gbdvsfm0 is in a current state of critical
CPU utilization is normal now,Linux Support,Alert: CPU Utilization on wdiprd-cml01.haasgroupintl.com is Critical,alert cpu utilization on wdiprdcml01haasgroupintlcom is critical
"Issue Identification: Memory Utilization on VALEXCHMS01 is : 94 %
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on VALEXCHMS01 is : 94 %,warning alert memory utilization on valexchms01 is  94 
"Issue Identification: CPU Utilization on AUS-MCL01 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Backlog cleared,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on frtvsfm0 is in a current state of critical
Backlog cleared.,GEAC Application Support,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,critical alert  a geac  print queue monitoring component  on gbdvsfm0 is in a current state of critical
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSSQ10 is : 96 %,warning alert memory utilization on gbvvssq10 is  96 
"Issue Identification: CPU Utilization on AUS-BI03 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-SQLDEV2 is Critical	,alert cpu utilization on gsqldev2 is critical	
"Issue Identification: CPU Utilization on AUS-MCL01 is Warning	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-MCL01 is Warning	,alert cpu utilization on ausmcl01 is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-CHA-891-PWR-R01.wescoaircraft.com is Down,tier 3  critical device down uscha891pwrr01wescoaircraftcom is down
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-SQLDEV2 is Critical	,alert cpu utilization on gsqldev2 is critical	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-CHA-891-PWR-R01.wescoaircraft.com is Down,tier 3  critical device down uscha891pwrr01wescoaircraftcom is down
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: PL-WRO1-HP2620-S02 is Down,tier 3  critical device down plwro1hp2620s02 is down
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Critical Alert: Memory Utilization on GBVVSMS4 is : 99 %,critical alert memory utilization on gbvvsms4 is  99 
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: US-CHA-891-PWR-R01.wescoaircraft.com is Down,tier 3  critical device down uscha891pwrr01wescoaircraftcom is down
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on G-SQLDEV2 is Critical	,alert cpu utilization on gsqldev2 is critical	
"Issue Identification:Memory Utilization on GBVVSDS0 is : 94 %	
Resolution: Alert reset - issue detected as resolved by Orion, After the cleared the unused sessions it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Warning Alert: Memory Utilization on GBVVSDS0 is : 94 %,warning alert memory utilization on gbvvsds0 is  94 
"

Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on AUS-BIPRD-PUB01 is Warning	,alert cpu utilization on ausbiprdpub01 is warning	
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Alert: CPU Utilization on aus-esx13.haasgroupintl.com is Warning	,alert cpu utilization on ausesx13haasgroupintlcom is warning	
Alert reset - issue detected as resolved by Orion.,Network Support,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,tier 3  critical device down cnxiac1111r01wescoaircraftcom is down
"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",Windows Support,Warning Alert: Memory Utilization on GBVVSMS4 is : 95 %,warning alert memory utilization on gbvvsms4 is  95 
issue has been resolved post server reboot,Citrix Support,ALERT: DISK SPACE on XA6524-C:\ Label: 88E6AF70 has currently 20 % is available,alert disk space on xa6524c label 88e6af70 has currently 20  is available
"Issue Identification: CPU Utilization on AUS-BI03 is Critical	
Resolution: Alert reset - issue detected as resolved by Orion, After the kill of the Service - Qlik(Critical)  it's come down. 
SolarWinds Confirmation (Yes/No):  Yes",Windows Support,Alert: CPU Utilization on AUS-BI03 is Critical	,alert cpu utilization on ausbi03 is critical	
