,ClosureDate,Type,Region,Category,Country,Group,Summary,TSC,Summary_c,Summary_lemma,Summary_POS_Removed
7029,19-12-2022,Incident,AM,Email,Canada,Deskside,Email - Other reported,Y,email  other reported,email   other report,email report
7030,10-01-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7031,22-12-2022,Incident,AM,Okta,United States,Deskside,JLL OKTA verification prompt repetitive,Y,jll okta verification prompt repetitive,jll okta verification prompt repetitive,jll repetitive
7032,19-12-2022,Incident,AM,Hardware,United States,Deskside, Hardware - Printer / Admin Rights,Y, hardware  printer  admin rights,  hardware   printer   admin right,hardware printer admin right
7033,23-12-2022,Incident,AM,Network,United States,Deskside,Network issues - VPN - Connectivity,Y,network issues  vpn  connectivity,network issue   vpn   connectivity,network issue vpn connectivity
7034,05-01-2023,Incident,AM,Hardware,United States,Deskside,Reported Issue - Hardware - Web cam,Y,reported issue  hardware  web cam,report issue   hardware   web cam,report issue hardware cam
7035,26-12-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue - Equipment return,Y,hardware issue  equipment return,hardware issue   equipment return,hardware issue equipment return
7036,26-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop is dead,Y,hardware issue  laptop is dead,hardware issue   laptop be dead,hardware issue
7037,10-01-2023,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7038,20-12-2022,Incident,AM,,United States,Deskside,Nikalete Fellows - Reported Issue - Application - ,Y,nikalete fellows  reported issue  application  ,nikalete fellow   report issue   application  ,report issue application
7039,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7040,17-01-2023,Incident,AM,,United States,Deskside,Adobe Acrobat Pro -  Installation,Y,adobe acrobat pro   installation,adobe acrobat pro    installation,adobe acrobat installation
7041,19-12-2022,Incident,AM,M365,United States,Deskside,Microsoft Teams -  Add-in missing,Y,microsoft teams   addin missing,microsoft team    addin miss,team addin miss
7042,19-12-2022,Incident,EMEA,Windows / OS,Germany,Deskside,VIP - Windows 10 issues (OS issues only),Y,vip  windows  issues os issues only,vip   window   issue os issue only,vip issue issue
7043,16-12-2022,Incident,AM,Laptop,United States,Deskside,HARDDOWN-Hardware Issue - Laptop Not starting,Y,harddownhardware issue  laptop not starting,harddownhardware issue   laptop not start,issue
7044,28-12-2022,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop  restarts every 12-hours,Y,jll hardware issue  laptop  restarts every ,jll hardware issue   laptop   restart every,jll hardware issue restart
7045,16-02-2023,Incident,AM,Hardware,United States,Deskside,JLL Hardware Issue - HDMI  port not working with client device ,Y,jll hardware issue  hdmi  port not working with client device ,jll hardware issue   hdmi   port not work with client device,jll hardware issue hdmi port client device
7046,20-12-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue -External Hardware do not work,Y,hardware issue external hardware do not work,hardware issue external hardware do not work,hardware issue hardware
7047,11-01-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop audio issues,Y,hardware issue  laptop audio issues,hardware issue   laptop audio issue,hardware issue issue
7048,20-12-2022,Incident,AM,,United States,Deskside,JLL - Adobe Creative Suite license set up,Y,jll  adobe creative suite license set up,jll   adobe creative suite license set up,jll adobe license
7049,19-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7050,28-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7051,21-12-2022,Incident,AM,,United States,Deskside,Jocelyn Puhl - JLL Teams outlook Addin Enable,Y,jocelyn puhl  jll teams outlook addin enable,jocelyn puhl   jll team outlook addin enable,jocelyn puhl jll team outlook addin
7052,12-01-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7053,23-12-2022,Incident,AM,Laptop,United States,Deskside,"HARD DOWN / Reported Issue - Hardware - Laptop_Desktop stuck on ""Safe Mode""",Y,hard down  reported issue  hardware  laptop_desktop stuck on safe mode,hard down   report issue   hardware   laptop_desktop stick on safe mode,report issue hardware stick mode
7054,20-12-2022,Incident,AM,Laptop,United States,Deskside,JL Laptop/Network Credentials issue,Y,jl laptopnetwork credentials issue,jl laptopnetwork credential issue,jl laptopnetwork issue
7055,19-12-2022,Incident,AM,,United States,Deskside,Local Admin Rights - Unable to install applications,Y,local admin rights  unable to install applications,local admin right   unable to install application,admin application
7056,16-12-2022,Incident,AM,,United States,Deskside,Adobe Creative Suite - License Issues.,Y,adobe creative suite  license issues,adobe creative suite   license issue,suite license issue
7057,17-01-2023,Incident,AM,M365,United States,Deskside,Microsoft Teams - Conference link.,Y,microsoft teams  conference link,microsoft team   conference link,team conference link
7058,19-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7059,27-12-2022,Incident,AM,,United States,Deskside,Software - Unable to restore previous versions of files located on the Computer / Admin Credentials required,Y,software  unable to restore previous versions of files located on the computer  admin credentials required,software   unable to restore previous version of file locate on the computer   admin credential require,software version locate computer require
7060,23-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Fan Issues.,Y,hardware issue  laptop fan issues,hardware issue   laptop fan issue,hardware issue fan issue
7061,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,AutoCAD Revit LT - Installation Request.,Y,autocad revit lt  installation request,autocad revit lt   installation request,autocad revit lt installation request
7062,28-12-2022,Incident,AM,Printer,United States,Deskside,Add printer,Y,add printer,add printer,printer
7063,23-12-2022,Incident,AM,M365,United States,Deskside,I did had problems with my Docking and monitors at the office and Leroy Corbit fixed for me but now I'm at home and I'm having the same issue. ,Y,i did had problems with my docking and monitors at the office and leroy corbit fixed for me but now im at home and im having the same issue ,I do have problem with my docking and monitor at the office and leroy corbit fix for I but now I m at home and I m have the same issue,problem docking monitor office leroy corbit fix home issue
7064,15-01-2023,Incident,AP,Windows / OS,India,Deskside,Windows Configuration,Y,windows configuration,window configuration,window configuration
7065,19-12-2022,Incident,AM,,Canada,Deskside,Reported Issue - Application - Adobe Sign,Y,reported issue  application  adobe sign,report issue   application   adobe sign,report issue application sign
7066,19-12-2022,Incident,AM,Laptop,Canada,Deskside,JLL Hardware Issue - Laptop Performance issue,Y,jll hardware issue  laptop performance issue,jll hardware issue   laptop performance issue,jll hardware issue performance issue
7067,19-12-2022,Incident,AM,,United States,Deskside,Reported Issue - Application - Mersive Solstice,Y,reported issue  application  mersive solstice,report issue   application   mersive solstice,report issue application solstice
7068,19-12-2022,Incident,AM,Laptop,United States,Deskside,BAC Wifi connection issues on user's laptop.,Y,bac wifi connection issues on users laptop,bac wifi connection issue on user laptop,bac connection issue laptop
7069,19-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7070,19-12-2022,Incident,AM,Network,United States,Deskside,Network Drive - Mapping,Y,network drive  mapping,network drive   mapping,network drive mapping
7071,16-01-2023,Incident,AM,,United States,Deskside,Frequent Lock Out Report ,Y,frequent lock out report ,frequent lock out report,lock report
7072,19-12-2022,Incident,AP,Laptop,Australia,Deskside,Hardware Issue - Laptop - BitLocker Key,Y,hardware issue  laptop  bitlocker key,hardware issue   laptop   bitlocker key,hardware issue bitlocker key
7073,18-12-2022,Incident,AP,Windows / OS,Australia,Deskside,Reported Issue - Other / Miscellaneous,Y,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
7074,21-12-2022,Incident,AP,Laptop,Australia,Deskside,New user unable to log into JLL laptop,Y,new user unable to log into jll laptop,new user unable to log into jll laptop,user
7075,23-12-2022,Incident,AM,Password,United States,Deskside,Reset my password,Y,reset my password,reset my password,password
7076,21-12-2022,Incident,AM,Windows / OS,United States,Deskside,VPN connection Issues,Y,vpn connection issues,vpn connection issue,connection issue
7077,18-12-2022,Incident,AP,Hardware,China,Deskside,Hardware Issue - Bitlocker unlocked,Y,hardware issue  bitlocker unlocked,hardware issue   bitlocker unlock,hardware issue bitlocker unlock
7078,27-12-2022,Incident,AP,Windows / OS,Hong Kong,Deskside,"Application Issue - RE: // Would you please help solve Item 1, 2 3 and 4?",Y,application issue  re  would you please help solve item    and ,application issue   re   would you please help solve item     and,application issue re item
7079,23-12-2022,Incident,AP,Laptop,Hong Kong,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7080,21-12-2022,Incident,AP,M365,India,Deskside,Application Issues,Y,application issues,application issue,application issue
7081,21-12-2022,Incident,AM,,India,Deskside,TSC please assign to relevant desk side for action,Y,tsc please assign to relevant desk side for action,tsc please assign to relevant desk side for action,please assign side action
7082,22-12-2022,Incident,AP,,Hong Kong,Deskside,Application Issue - Other App,Y,application issue  other app,application issue   other app,application issue app
7083,21-12-2022,Incident,AM,,,Deskside,SysOps/Netops - P2 incident - Guangzhou interfaces disconnected,Y,sysopsnetops   incident  guangzhou interfaces disconnected,sysopsnetop    incident   guangzhou interface disconnect,incident guangzhou interface disconnect
7084,23-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop - requesting additional information from user,Y,reported issue  hardware  laptop_desktop  requesting additional information from user,report issue   hardware   laptop_desktop   request additional information from user,report issue hardware request information user
7085,26-12-2022,Incident,AP,M365,India,Deskside,Application Configuration,Y,application configuration,application configuration,application configuration
7086,20-12-2022,Incident,EMEA,Laptop,United Kingdom,Deskside,Reported Issue - Hardware - Laptop Battery,Y,reported issue  hardware  laptop battery,report issue   hardware   laptop battery,report issue hardware battery
7087,25-01-2023,Incident,EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7088,28-12-2022,Incident,EMEA,Laptop,United Kingdom,Deskside,Hardware Issue - Laptop Beep Code and not booting into Windows.,Y,hardware issue  laptop beep code and not booting into windows,hardware issue   laptop beep code and not boot into window,hardware issue beep code window
7089,21-12-2022,Incident,EMEA,Access,Spain,Deskside,Reported Issue - Server - Issue with Drive Folder or Access,Y,reported issue  server  issue with drive folder or access,report issue   server   issue with drive folder or access,report issue issue folder access
7090,19-12-2022,Incident,AM,Laptop,United States,Deskside,HARD DOWN  Issue - Laptop Not starting,Y,hard down  issue  laptop not starting,hard down   issue   laptop not start,issue
7091,27-12-2022,Incident,EMEA,Hardware,United Kingdom,Deskside,Hardware Issue - Monitor,Y,hardware issue  monitor,hardware issue   monitor,hardware issue monitor
7092,20-12-2022,Incident,AM,Email,United States,Deskside,URGENT Outlook Not Opening ,Y,urgent outlook not opening ,urgent outlook not open,outlook
7093,20-12-2022,Incident,AM,Laptop,United States,Deskside,HARD DOWN  Issue - Laptop Not starting,Y,hard down  issue  laptop not starting,hard down   issue   laptop not start,issue
7094,19-12-2022,Incident,AM,Network,United States,Deskside,URGENT - Internet - Network connectivity issues,Y,urgent  internet  network connectivity issues,urgent   internet   network connectivity issue,internet network connectivity issue
7095,20-12-2022,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7096,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hard Down - Laptop Not starting,Y,hard down  laptop not starting,hard down   laptop not start,
7097,26-12-2022,Incident,AM,Laptop,United States,Deskside,Kim Pender-URGENT-Hardware Issue - Laptop Performance,Y,kim penderurgenthardware issue  laptop performance,kim penderurgenthardware issue   laptop performance,performance
7098,21-12-2022,Incident,AM,,United States,Deskside,Said AliCherif - Adobe Creative Suite - ,Y,said alicherif  adobe creative suite  ,say alicherif   adobe creative suite  ,suite
7099,20-12-2022,Incident,AM,,United States,Deskside,Admin Rights - External monitor,Y,admin rights  external monitor,admin right   external monitor,monitor
7100,21-12-2022,Incident,AM,Laptop,United States,Deskside,James Maenhout-HARD DOWN - Hardware Issue - Laptop Not starting,Y,james maenhouthard down  hardware issue  laptop not starting,james maenhouthard down   hardware issue   laptop not start,issue
7101,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,hardware issue  laptop battery issues,hardware issue   laptop battery issue,hardware issue battery issue
7102,03-01-2023,Incident,AM,Laptop,United States,Deskside,HARD DOWN - Hardware Issue - Laptop Not starting,Y,hard down  hardware issue  laptop not starting,hard down   hardware issue   laptop not start,issue
7103,20-12-2022,Incident,AM,Laptop,United States,Deskside,Andrew Cain - Hardware Issue - Laptop malfunction - Recovery key,Y,andrew cain  hardware issue  laptop malfunction  recovery key,andrew cain   hardware issue   laptop malfunction   recovery key,andrew cain issue malfunction recovery key
7104,22-12-2022,Incident,AM,,United States,Deskside,JLL Teams /VPN  applications not oppening issue,Y,jll teams vpn  applications not oppening issue,jll team vpn   application not oppene issue,jll team vpn application issue
7105,26-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop keyboard issues  -Dispatch Arranged -Dispatch Number Status 15826325,Y,hardware issue  laptop keyboard issues  dispatch arranged dispatch number status ,hardware issue   laptop keyboard issue   dispatch arrange dispatch number status,hardware issue issue dispatch arrange dispatch number status
7106,01-02-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues - Dell Precision 7550  - ST: CDLQP73  - WAMJLLCDLQP73 - Warranty Expires 11 NOV 2023,Y,hardware issue  laptop battery issues  dell precision    st      warranty expires  nov ,hardware issue   laptop battery issue   dell precision     st       warranty expire   nov,hardware issue battery issue dell precision expire nov
7107,19-12-2022,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7108,21-12-2022,Incident,AM,,United States,Deskside,Cannot sign in into office apps ,Y,cannot sign in into office apps ,can not sign in into office app,office app
7109,27-12-2022,Incident,EMEA,Mobile Device,Germany,Deskside,Reported Issue - Hardware - Smartphone_Mobile,Y,reported issue  hardware  smartphone_mobile,report issue   hardware   smartphone_mobile,report issue hardware smartphone_mobile
7110,19-12-2022,Incident,AM,Active Directory,United States,Deskside,Software ( Alteryx)   -  Admin rights required to install the previous version,Y,software  alteryx     admin rights required to install the previous version,software   alteryx      admin right require to install the previous version,software alteryx require version
7111,23-12-2022,Incident,AM,Active Directory,United States,Deskside,Printer installation  -  Admin rights required,Y,printer installation    admin rights required,printer installation     admin right require,printer installation require
7112,20-12-2022,Incident,AM,Laptop,United States,Deskside,JLL Hardware Issue - Laptop Not starting/working properly,Y,jll hardware issue  laptop not startingworking properly,jll hardware issue   laptop not startingworke properly,jll hardware issue
7113,26-12-2022,Incident,EMEA,M365,France,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,reported issue  application  microsoft teams  telecom audioconfvideo features,report issue   application   microsoft team   telecom audioconfvideo feature,report issue application team telecom audioconfvideo feature
7114,21-12-2022,Incident,AM,,United States,Deskside,Outllok - Not working ,Y,outllok  not working ,outllok   not work,
7115,27-12-2022,Incident,EMEA,Laptop,Poland,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7116,20-12-2022,Incident,AM,M365,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
7117,19-12-2022,Incident,AM,,United States,Deskside,JLL URGENT  Network issues - VPN - Connectivity,Y,jll urgent  network issues  vpn  connectivity,jll urgent   network issue   vpn   connectivity,jll network issue vpn connectivity
7118,18-01-2023,Incident,AM,Email,United States,Deskside,Outlook/ Email -  Not receiving notifications from Zendesk,Y,outlook email   not receiving notifications from zendesk,outlook email    not receive notification from zendesk,outlook email notification zendesk
7119,21-12-2022,Incident,AM,Hardware,United States,Deskside,Hardware Issue - Accessories /  USB-C cord is not working properly,Y,hardware issue  accessories   usbc cord is not working properly,hardware issue   accessory    usbc cord be not work properly,hardware issue accessory cord
7120,22-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,hardware issue  laptop not starting,hardware issue   laptop not start,hardware issue
7121,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7122,21-12-2022,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7123,29-12-2022,Incident,AM,,United States,Deskside,David Soraghan-Network Issues,Y,david soraghannetwork issues,david soraghannetwork issue,david soraghannetwork issue
7124,20-12-2022,Incident,AM,Active Directory,United States,Deskside,Admin Rights required -  Assistance,Y,admin rights required   assistance,admin right require    assistance,require assistance
7125,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop/Doc. station,Y,hardware issue  laptopdoc station,hardware issue   laptopdoc station,hardware issue station
7126,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,Local Admin Rights - Unable to install applications,Y,local admin rights  unable to install applications,local admin right   unable to install application,admin application
7127,23-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7128,26-01-2023,Incident,AM,,United States,Deskside,VPN - Connectivity Issues,Y,vpn  connectivity issues,vpn   connectivity issue,vpn connectivity issue
7129,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop audio/microphone,Y,hardware issue  laptop audiomicrophone,hardware issue   laptop audiomicrophone,hardware issue audiomicrophone
7130,20-12-2022,Incident,AM,Access,United States,Deskside,JLL Network Drive - Dirive access Issue JLL device not recognizing internet,Y,jll network drive  dirive access issue jll device not recognizing internet,jll network drive   dirive access issue jll device not recognize internet,jll network drive access issue jll device internet
7131,23-12-2022,Incident,AM,,United States,Deskside,Matthew Matykiewicz - JLL account- Log in issue  to VPN ,Y,matthew matykiewicz  jll account log in issue  to vpn ,matthew matykiewicz   jll account log in issue   to vpn,matthew matykiewicz jll account log issue
7132,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hard Down - Hardware Issue - Laptop Not starting,Y,hard down  hardware issue  laptop not starting,hard down   hardware issue   laptop not start,issue
7133,28-12-2022,Incident,AM,,United States,Deskside,Luis Arias-Application Issue - Adobe Acrobat Pro,Y,luis ariasapplication issue  adobe acrobat pro,luis ariasapplication issue   adobe acrobat pro,ariasapplication issue adobe pro
7134,22-12-2022,Incident,AM,,United States,Deskside,NetSkope - error in Eclipse when Netskope is enabled,Y,netskope  error in eclipse when netskope is enabled,netskope   error in eclipse when netskope be enable,netskope error eclipse netskope
7135,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop,Y,hardware issue  laptop,hardware issue   laptop,hardware issue laptop
7136,21-12-2022,Incident,AM,Windows / OS,United States,Deskside,Urgent. user unable to install certificate for security meeting ,Y,urgent user unable to install certificate for security meeting ,urgent user unable to install certificate for security meeting,user certificate security meeting
7137,20-12-2022,Incident,AM,Network,United States,Deskside,Reported Issue - Network - VPN,Y,reported issue  network  vpn,report issue   network   vpn,report issue network vpn
7138,01-02-2023,Incident,AM,Windows / OS,United States,Deskside,Bruce Sirota-Updating software,Y,bruce sirotaupdating software,bruce sirotaupdating software,bruce software
7139,26-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop/Outlook credential pop up ,Y,hardware issue  laptopoutlook credential pop up ,hardware issue   laptopoutlook credential pop up,hardware issue pop
7140,19-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop hacked,Y,hardware issue  laptop hacked,hardware issue   laptop hack,hardware issue hack
7141,04-01-2023,Incident,AM,,United States,Deskside,Reported Issue - Application - Mersive Solstice,Y,reported issue  application  mersive solstice,report issue   application   mersive solstice,report issue application solstice
7142,20-12-2022,Incident,AM,Printer,United States,Deskside,Reported Issue - Hardware - Printer,Y,reported issue  hardware  printer,report issue   hardware   printer,report issue hardware printer
7143,26-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7144,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop/Need passsword prompt,Y,hardware issue  laptopneed passsword prompt,hardware issue   laptopneed passsword prompt,hardware issue prompt
7145,19-12-2022,Incident,EMEA,,Netherlands,Deskside,Teams - Lost files,Y,teams  lost files,team   lose file,team file
7146,21-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Performance,Y,hardware issue  laptop performance,hardware issue   laptop performance,hardware issue performance
7147,21-12-2022,Incident,AM,Network,United States,Deskside,Internet - Network connectivity issues,Y,internet  network connectivity issues,internet   network connectivity issue,internet network connectivity issue
7148,22-12-2022,Incident,AM,,United States,Deskside,Admin Rights - Remove apps issues,Y,admin rights  remove apps issues,admin right   remove app issue,issue
7149,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,Outlook Time Zone Error,Y,outlook time zone error,outlook time zone error,outlook time error
7150,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues,Y,hardware issue  laptop battery issues,hardware issue   laptop battery issue,hardware issue battery issue
7151,23-12-2022,Incident,AM,Network,United States,Deskside,Reported Issue - Network - WiFi,Y,reported issue  network  wifi,report issue   network   wifi,report issue network wifi
7152,26-12-2022,Incident,AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - Telecom Audio/Conf/Video features,Y,reported issue  application  microsoft teams  telecom audioconfvideo features,report issue   application   microsoft team   telecom audioconfvideo feature,report issue application team telecom audioconfvideo feature
7153,27-12-2022,Incident,AM,M365,United States,Deskside,Email - Issue sending or receiving reported / Assign E3 office license,Y,email  issue sending or receiving reported  assign  office license,email   issue send or receive report   assign   office license,issue send report assign office license
7154,20-12-2022,Incident,AM,M365,United States,Deskside,MS Teams - Screen issue,Y,ms teams  screen issue,ms team   screen issue,ms team screen issue
7155,23-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7156,20-12-2022,Incident,AM,Laptop,United States,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7157,27-12-2022,Incident,AM,Windows / OS,United States,Deskside,Admin Rights - Download driver,Y,admin rights  download driver,admin right   download driver,download driver
7158,11-01-2023,Incident,AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Teams - O365 App,Y,reported issue  application  microsoft teams   app,report issue   application   microsoft team    app,report issue application team app
7159,22-12-2022,Incident,AM,M365,United States,Deskside,Microsoft Teams - Multiple application issues,Y,microsoft teams  multiple application issues,microsoft team   multiple application issue,team multiple application issue
7160,29-12-2022,Incident,AM,,United States,Deskside,Mike Leow - Network Drive - Other Issue,Y,mike leow  network drive  other issue,mike leow   network drive   other issue,mike leow network drive issue
7161,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop  motherboard Issues.,Y,hardware issue  laptop  motherboard issues,hardware issue   laptop   motherboard issue,hardware issue issue
7162,20-12-2022,Incident,AM,M365,United States,Deskside,Microsoft Teams - Questions,Y,microsoft teams  questions,microsoft team   question,team question
7163,20-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Not starting,Y,hardware issue  laptop not starting,hardware issue   laptop not start,hardware issue
7164,23-12-2022,Incident,AM,Access,United States,Deskside,Excel -  Unable to access Excel file.,Y,excel   unable to access excel file,excel    unable to access excel file,access excel file
7165,05-01-2023,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop Issues.,Y,hardware issue  laptop issues,hardware issue   laptop issue,hardware issue issue
7166,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,Reported Issue - Application - ,Y,reported issue  application  ,report issue   application  ,report issue application
7167,21-12-2022,Incident,AM,,United States,Deskside,Reported Issue - Other / Miscellaneous,Y,reported issue  other  miscellaneous,report issue   other   miscellaneous,report issue
7168,21-12-2022,Incident,AM,Laptop,United States,Deskside,JLL - Admin Rights Microsoft Project Access on hardened laptop  assistance,Y,jll  admin rights microsoft project access on hardened laptop  assistance,jll   admin right microsoft project access on harden laptop   assistance,jll admin right microsoft project access assistance
7169,23-12-2022,Incident,AM,,United States,Deskside,BAC -  Webex - Assistance needed for installation,Y,bac   webex  assistance needed for installation,bac    webex   assistance need for installation,bac webex assistance need installation
7170,22-12-2022,Incident,AM,,United States,Deskside,Excel - Slow to show the files's information ,Y,excel  slow to show the filess information ,excel   slow to show the filess information,filess information
7171,20-12-2022,Incident,AM,Windows / OS,United States,Deskside,Reported Issue - Application - Visio,Y,reported issue  application  visio,report issue   application   visio,report issue application visio
7172,21-12-2022,Incident,AM,,United States,Deskside,JLL Admin Rigths WCIS  / Job  Datamate Advanced,Y,jll admin rigths wcis   job  datamate advanced,jll admin rigths wcis    job   datamate advance,jll job datamate advance
7173,20-12-2022,Incident,AM,,United States,Deskside,JLL  - Adobe Acrobat Install assistance,Y,jll   adobe acrobat install assistance,jll    adobe acrobat install assistance,jll adobe acrobat install assistance
7174,21-12-2022,Incident,AM,,United States,Deskside,Hasna Taqi - JLL  Urgent Outlook - pplication  issues ,Y,hasna taqi  jll  urgent outlook  pplication  issues ,hasna taqi   jll   urgent outlook   pplication   issue,hasna taqi jll outlook pplication issue
7175,21-12-2022,Incident,AM,M365,United States,Deskside,JLL Microsoft Teams Add In Disabled,Y,jll microsoft teams add in disabled,jll microsoft team add in disabled,jll team add
7176,19-12-2022,Incident,AM,Windows / OS,United States,Deskside,Windows 10  -  Mersive Solstice Shortcut / Information,Y,windows     mersive solstice shortcut  information,window      mersive solstice shortcut   information,window solstice shortcut information
7177,16-01-2023,Incident,AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7178,20-12-2022,Incident,AM,M365,United States,Deskside,Reported Issue - Application - Microsoft Office,Y,reported issue  application  microsoft office,report issue   application   microsoft office,report issue application office
7179,20-12-2022,Incident,AP,Network,Australia,Deskside,Reported Issue - Network - LAN,Y,reported issue  network  lan,report issue   network   lan,report issue network lan
7180,23-01-2023,Incident,AP,Laptop,Australia,Deskside,Reported Issue - Hardware - Laptop_Desktop,Y,reported issue  hardware  laptop_desktop,report issue   hardware   laptop_desktop,report issue hardware laptop_desktop
7181,26-12-2022,Incident,AM,Laptop,United States,Deskside,Hardware Issue - Laptop battery issues  IMAGED/DEPLOYED New for Stephen Clarke HP EliteBook 840 G8 ST: 5CG21404VN,Y,hardware issue  laptop battery issues  imageddeployed new for stephen clarke hp elitebook   st ,hardware issue   laptop battery issue   imageddeploye new for stephen clarke hp elitebook    st,hardware issue battery issue clarke hp elitebook st
7182,20-12-2022,Incident,AM,,Canada,Deskside,AdobeSign Error,Y,adobesign error,adobesign error,adobesign error
7183,20-12-2022,Incident,AP,,Australia,Deskside,Reported Issue - Application - Nitro Pro,Y,reported issue  application  nitro pro,report issue   application   nitro pro,report issue application pro
7184,20-12-2022,Incident,AM,Printer,United States,Deskside,Printer Drivers / Fiery Files,Y,printer drivers  fiery files,printer driver   fiery file,printer driver fiery file
