num,ptio,summ,notes,Cleaned_Column
INC0144542,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBDVSFM0 is in a current state of: Critical,backlogs cleared,critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0144543,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,Backlogs Cleared,critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0144544,3 - Moderate,TIER 3 - Critical Device Down: US-ORA-C1111-GKN-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144545,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Alert reset - issue detected as resolved by Orion,alert cpu utilization on  is warning	
INC0144546,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144547,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6505 is in a current state of: Down,"Issue Identification: A Baseline Services_Windows component  on XA6505 is in a current state of: Down
Resolution: We have restarted the CrowdStrike Falcon Sensor Service now all automatic services are  up and running fine. 
SolarWinds Confirmation (Yes/No):  Yes.",critical alert  a baseline services_windows component  on  is in a current state of down
INC0144548,4 - Low, NODE ALERT: GJDEWEB05 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy", node alert  has rebooted
INC0144549,2 - High,TIER 1 - CRITICAL ALERT: WAN OUTAGE 2 on US-WIT-2921-R02.wescoaircraft.com,Alert reset - issue detected as resolved by Orion.,tier   critical alert wan outage  on 
INC0144550,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Alert reset - issue detected as resolved by Orion,alert cpu utilization on  is warning	
INC0144551,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6515 is in a current state of: Down,"Issue Identification: A Baseline Services_Windows component  on XA6515 is in a current state of: Down
Resolution: We have restarted the CrowdStrike Falcon Sensor Service now all automatic services are  up and running fine. 
SolarWinds Confirmation (Yes/No):  Yes.",critical alert  a baseline services_windows component  on  is in a current state of down
INC0144552,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6519 is in a current state of: Down,"Issue Identification: A Baseline Services_Windows component  on XA6519 is in a current state of: Down
Resolution: We have restarted the CrowdStrike Falcon Sensor Service now all automatic services are  up and running fine. 
SolarWinds Confirmation (Yes/No):  Yes.",critical alert  a baseline services_windows component  on  is in a current state of down
INC0144553,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB05 is in a current state of: Down,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",critical alert  a jde_webserver_services component  on  is in a current state of down
INC0144554,2 - High,TIER 1 - CRITICAL ALERT: Interface Down on US-WIT-9200L-EDGE-S01.wescoaircraft.com,Alert reset - issue detected as resolved by Orion.,tier   critical alert interface down on 
INC0144555,4 - Low, NODE ALERT: GJDEWEB01 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy", node alert  has rebooted
INC0144556,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",critical alert  a jde_webserver_services component  on  is in a current state of down
INC0144557,2 - High,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,Alert reset - issue detected as resolved by Orion,alert cpu utilization on  is critical	
INC0144559,4 - Low, NODE ALERT: GJDEWEB06 has rebooted,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy", node alert  has rebooted
INC0144561,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB06 is in a current state of: Down,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Reshma Roy",critical alert  a jde_webserver_services component  on  is in a current state of down
INC0144562,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144570,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on FRTVSFM0 is in a current state of: Critical,Backlogs are cleared.,critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0144572,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144574,3 - Moderate,Warning Alert: Memory Utilization on GBVVSSQ10 is : 95 %,"Node Name: GBVVSSQ10
IP address: 10.52.64.85
Severity: Normal
Current memory utilization : 92 % 

Free Memory Available : 8 % 

Total Memory : 16.0 G

Memory Used : 14.8 G

Memory Available : 1.2 G 
",warning alert memory utilization on  is   
INC0144587,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144606,3 - Moderate,TIER 3 - Critical Device Down: US-KEN-891-HXL-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144607,2 - High,Critical ALERT:  A Microsoft IIS component  on AUS-GHS01 is in a current state of: Down,"Application: Microsoft IIS 

Application Component: Application Pools(Up), Sites(Up), Site Bindings Monitor(Up), Worker Process Statistic Monitor (GhsClassification)(Up), Worker Process Statistic Monitor (GhsProfessional)(Up), Worker Process Statistic Monitor (GHSProfessionalService)(Up), Total Connection Attempts(Up), Total Logon Attempts(Up), Current Connections(Up), Current Anonymous users(Up), Current NonAnonymous Users(Up), Total Connection Attempts (GhsClassification)(Up), Total Connection Attempts (GhsProfessional)(Up), Total Connection Attempts (GHSProfessionalService)(Up), Total Logon Attempts (GHSProfessionalService)(Up), Total Logon Attempts (GhsProfessional)(Up), Total Logon Attempts (GhsClassification)(Up), Current Connections (GhsClassification)(Up), Current Connections (GhsProfessional)(Up), Current Connections (GHSProfessionalService)(Up), Current Anonymous users (GHSProfessionalService)(Up), Current Anonymous users (GhsProfessional)(Up), Current Anonymous users (GhsClassification)(Up), Current NonAnonymous Users (GhsClassification)(Up), Current NonAnonymous Users (GhsProfessional)(Up), Current NonAnonymous Users (GHSProfessionalService)(Up), Total Bytes Received (GHSProfessionalService)(Up), Total Bytes Received (GhsProfessional)(Up), Total Bytes Received (GhsClassification)(Up), Total Bytes Sent (GhsClassification)(Up), Total Bytes Sent (GhsProfessional)(Up), Total Bytes Sent (GHSProfessionalService)(Up), Total Bytes Transferred (GHSProfessionalService)(Up), Total Bytes Transferred (GhsProfessional)(Up), Total Bytes Transferred (GhsClassification)(Up), HTTP Bindings Monitor (GhsClassification)(Up), HTTP Bindings Monitor (GhsProfessional)(Up), HTTP Bindings Monitor (GHSProfessionalService)(Up), Site Directory Info Monitor (GHSProfessionalService)(Up), Site Directory Info Monitor (GhsProfessional)(Up), Site Directory Info Monitor (GhsClassification)(Up), Site Log Directory Monitor (GhsClassification)(Up), Site Log Directory Monitor (GhsProfessional)(Up), Site Log Directory Monitor (GHSProfessionalService)(Up), Windows Process Activation Service(Up), World Wide Web Publishing Service(Up), Application Host Helper Service(Up), IIS Event Log Monitor(Up), Current File Cache Memory Usage(Up), Output Cache Current Memory Usage(Up), File Cache Hits %(Up), Kernel: URI Cache Hits %(Up), Metadata Cache Hits %(Up), Output Cache Current Hits %(Up), URI Cache Hits %(Up), Active Requests (GhsClassification)(Up), Active Requests (GHSProfessionalService)(Up), Active Requests (GhsProfessional)(Up), Requests / Sec (GhsProfessional)(Up), Requests / Sec (GHSProfessionalService)(Up), Requests / Sec (GhsClassification)(Up), Active Threads Count (GhsClassification)(Up), Active Threads Count (GHSProfessionalService)(Up), Active Threads Count (GhsProfessional)(Up), Current Worker Processes (GhsProfessional)(Up), Current Worker Processes (GHSProfessionalService)(Up), Current Worker Processes (GhsClassification)(Up), Recent Worker Process Failures (GhsClassification)(Up), Recent Worker Process Failures (GHSProfessionalService)(Up), Recent Worker Process Failures (GhsProfessional)(Up), Total Application Pool Recycles (GhsProfessional)(Up), Total Application Pool Recycles (GHSProfessionalService)(Up), Total Application Pool Recycles (GhsClassification)(Up), Total Worker Process Failures (GhsClassification)(Up), Total Worker Process Failures (GHSProfessionalService)(Up), Total Worker Process Failures (GhsProfessional)(Up), Total Worker Process Ping Failures (GhsProfessional)(Up), Total Worker Process Ping Failures (GHSProfessionalService)(Up), Total Worker Process Ping Failures (GhsClassification)(Up), Total Worker Process Shutdown Failures (GhsClassification)(Up), Total Worker Process Shutdown Failures (GHSProfessionalService)(Up), Total Worker Process Shutdown Failures (GhsProfessional)(Up), Total Worker Process Startup Failures (GhsProfessional)(Up), Total Worker Process Startup Failures (GHSProfessionalService)(Up), Total Worker Process Startup Failures (GhsClassification)(Up), Current File Cache Memory Usage (GhsClassification)(Up), Current File Cache Memory Usage (GHSProfessionalService)(Up), Current File Cache Memory Usage (GhsProfessional)(Up), Maximum File Cache Memory Usage (GhsProfessional)(Up), Maximum File Cache Memory Usage (GHSProfessionalService)(Up), Maximum File Cache Memory Usage (GhsClassification)(Up), Output Cache Current Memory Usage (GhsClassification)(Up), Output Cache Current Memory Usage (GHSProfessionalService)(Up), Output Cache Current Memory Usage (GhsProfessional)(Up), File Cache Hits (GhsProfessional)(Up), File Cache Hits (GHSProfessionalService)(Up), File Cache Hits (GhsClassification)(Up), File Cache Misses (GhsClassification)(Up), File Cache Misses (GHSProfessionalService)(Up), File Cache Misses (GhsProfessional)(Up), Metadata Cache Hits (GhsProfessional)(Up), Metadata Cache Hits (GHSProfessionalService)(Up), Metadata Cache Hits (GhsClassification)(Up), Metadata Cache Misses (GhsClassification)(Up), Metadata Cache Misses (GHSProfessionalService)(Up), Metadata Cache Misses (GhsProfessional)(Up), Output Cache Total Hits (GhsProfessional)(Up), Output Cache Total Hits (GHSProfessionalService)(Up), Output Cache Total Hits (GhsClassification)(Up), Output Cache Total Misses (GhsClassification)(Up), Output Cache Total Misses (GHSProfessionalService)(Up), Output Cache Total Misses (GhsProfessional)(Up), URI Cache Hits (GhsProfessional)(Up), URI Cache Hits (GHSProfessionalService)(Up), URI Cache Hits (GhsClassification)(Up), URI Cache Misses (GhsClassification)(Up), URI Cache Misses (GHSProfessionalService)(Up), URI Cache Misses (GhsProfessional)(Up), Total Method Requests (GHSProfessionalService)(Up), Total Method Requests (GhsClassification)(Up), Total Method Requests (GhsProfessional)(Up), Delete Requests (GhsProfessional)(Up), Delete Requests (GhsClassification)(Up), Delete Requests (GHSProfessionalService)(Up), Get Requests (GHSProfessionalService)(Up), Get Requests (GhsClassification)(Up), Get Requests (GhsProfessional)(Up), Head Requests (GhsProfessional)(Up), Head Requests (GhsClassification)(Up), Head Requests (GHSProfessionalService)(Up), CGI Requests (GHSProfessionalService)(Up), CGI Requests (GhsClassification)(Up), CGI Requests (GhsProfessional)(Up), ISAPI Extension Requests (GhsProfessional)(Up), ISAPI Extension Requests (GhsClassification)(Up), ISAPI Extension Requests (GHSProfessionalService)(Up), Put Requests (GHSProfessionalService)(Up), Put Requests (GhsClassification)(Up), Put Requests (GhsProfessional)(Up), Post Requests (GhsProfessional)(Up), Post Requests (GhsClassification)(Up), Post Requests (GHSProfessionalService)(Up), Files Received (GHSProfessionalService)(Up), Files Received (GhsClassification)(Up), Files Received (GhsProfessional)(Up), Files Sent (GhsProfessional)(Up), Files Sent (GhsClassification)(Up), Files Sent (GHSProfessionalService)(Up), Files Transferred (GHSProfessionalService)(Up), Files Transferred (GhsClassification)(Up), Files Transferred (GhsProfessional)(Up), Locked Errors (GhsProfessional)(Up), Locked Errors (GhsClassification)(Up), Locked Errors (GHSProfessionalService)(Up), Not Found Errors (GHSProfessionalService)(Up), Not Found Errors (GhsClassification)(Up), Not Found Errors (GhsProfessional)(Up), Request Execution Time(Up), Request Wait Time(Up), Requests Queued(Up), Requests Rejected(Up) 

Application State: Up

Node: AUS-GHS01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.11.120
",critical alert  a microsoft iis component  on  is in a current state of down
INC0144621,4 - Low,ALERT: DISK SPACE on AUS-BIPRD-FILE1-D:\ Label:Data C2AB070B has currently 8 % is available,Alert reset - issue detected as resolved by Orion,alert disk space on  labeldata  has currently   is available
INC0144624,3 - Moderate,TIER 3 - Critical Device Down: CN-XIA-C1111-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144627,4 - Low,ALERT: DISK SPACE on CAV-QLIKVIEW01-E:\ Label:Data 3CA52311 has currently 9 % is available,"Issue Identification: ALERT: DISK SPACE on CAV-QLIKVIEW01-E:\ Label:Data 3CA52311 has currently 9 % is available
Resolution: Alert reset - issue detected as resolved by Orion, After the deleted the recycle bin space will get cleared. 
SolarWinds Confirmation (Yes/No):  Yes",alert disk space on  labeldata  has currently   is available
INC0144628,3 - Moderate,Alert: Memory Utilization on GJDEWEB01 is in warning,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash",alert memory utilization on  is in warning
INC0144631,2 - High,Alert: CPU Utilization on AUS-BIPRD-PUB02 is Critical	,"Node Name: AUS-BIPRD-PUB02

IP address: 192.168.11.185

CPU Utilization: 25 %
",alert cpu utilization on  is critical	
INC0144641,3 - Moderate,ALERT: Critical disk utilization in AZPH-SRVR01,"Node Name:AZPH-SRVR01

Node Description: Windows 2012 R2 Server

Volume Name: C:\ Label: 4608119A
% Available: 7 %

Total size: 159.7 G

Percent used: 93 %

Space available: 10.6 G
",alert critical disk utilization in 
INC0144642,3 - Moderate,"GROUP ALERT: Group is Down - Network Team Tickets: Tier3 - Xi'an - APAC - Level 2 Unit B No. 5 Lantian Road, Yanliang, Xian, China",Alert reset - issue detected as resolved by Orion.,group alert group is down  network team tickets   xian  apac  level  unit b no  lantian road yanliang xian china
INC0144649,3 - Moderate,Warning Alert: Memory Utilization on GBDVSMS0 is : 94 %,"Node Name: GBDVSMS0
IP address: 10.224.96.180
Severity: Normal
Current memory utilization : 92 % 
Free Memory Available : 8 % 
Total Memory : 18.0 G
Memory Used : 16.7 G
Memory Available : 1.3 G 
",warning alert memory utilization on  is   
INC0144665,2 - High,Critical ALERT:  A Distributed File System (DFS) component  on LON-DFS01 is in a current state of: Down,"Application: Distributed File System (DFS) 

Application Component: Service: DFS Namespace(Up), Service: DFS Replication(Up), DFS Replication State(Up), DFS Volume State(Up), Warning: Failed to Contact Configuration on DC(Up), Warning: Staging Space above High Watermark(Up), Warning: Failed to Clean Old Staging Data(Up), Warning: Staging Space above Staging Quota(Up), Warning: File Prevented from Replication(Up), Warning: No Configured Connections for Replication Folder(Up), Error: Failed to Contact DC(Up), Error: Replication Stopped(Up), Error: File Changed on Multiple Servers(Up), Error: Communication with Partner(Up), Error: Host Unreachable(Up), Error: Partner Didn't Recognize the Connection(Up), Error: Connection with Partner Removed or Disabled(Up), Error: Invalid Local Path to Replication Folder(Up), Warning: No Free Space for Replication(Up), DFS Replication(Up) 

Application State: Up

Node: LON-DFS01

Node Description: Windows 2012 R2 Server

IP Address: 192.168.152.59
",critical alert  a distributed file system dfs component  on  is in a current state of down
INC0144687,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL4 is : 94 %,Alert reset - issue detected as resolved by Orion,warning alert memory utilization on  is   
INC0144705,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on GBSVSFM0 is in a current state of: Critical,All backlogs cleared.,critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0144713,2 - High,Critical ALERT:  A GEAC - Print queue monitoring component  on USAVSFM0 is in a current state of: Critical,Form server is up and running.,critical alert  a geac  print queue monitoring component  on  is in a current state of critical
INC0144719,3 - Moderate,Warning Alert: Memory Utilization on VALAIMSVM01 is : 94 %,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",warning alert memory utilization on  is   
INC0144728,2 - High,Alert: CPU Utilization on AUSTX-Datamatic is Critical	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on austxdatamatic is critical	
INC0144737,2 - High,Alert: CPU Utilization on AUS-BI01 is Critical	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on  is critical	
INC0144745,2 - High,Critical ALERT:  A Baseline Services_Windows component  on GBMI1-SCCM is in a current state of: Down,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",critical alert  a baseline services_windows component  on  is in a current state of down
INC0144748,3 - Moderate,Warning Alert: Memory Utilization on GBVVSCL2 is : 95 %,"Node Name: GBVVSCL2
IP address: 10.224.32.68

Severity: Normal

Current memory utilization : 89 % 

Free Memory Available : 11 % 

Total Memory : 8.0 G

Memory Used : 7.1 G

Memory Available : 883 M 
",warning alert memory utilization on  is   
INC0144749,3 - Moderate,Alert: CPU Utilization on AUS-MCL01 is Warning	,Alert reset - issue detected as resolved by Orion,alert cpu utilization on  is warning	
INC0144769,3 - Moderate,Alert: CPU Utilization on AUS-BI01 is Warning	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on  is warning	
INC0144785,2 - High,Alert: CPU Utilization on IESPRODFRS is Critical	,"Issue has been resolved without action. Alert reset - issue detected as resolved by Orion
",alert cpu utilization on iesprodfrs is critical	
INC0144787,3 - Moderate,Warning Alert: Memory Utilization on VALAIMSVM01 is : 94 %,"Alert reset - issue detected as resolved by Orion
Orion Alert Details",warning alert memory utilization on  is   
INC0144822,3 - Moderate,Warning Alert: Memory Utilization on gbdvssq0 is : 95 %,"Alert reset - issue detected as resolved by Orion
Orion Alert Details",warning alert memory utilization on  is   
INC0144862,3 - Moderate,TIER 3 - Critical Device Down: US-WIT-891-CESPA-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   critical device down  is down
INC0144872,4 - Low,ALERT: DISK SPACE on AUS-BI01-C:\ Label: 1CDB9A83 has currently 7 % is available,Disk cleanup done on server,alert disk space on  label  has currently   is available
INC0144875,2 - High,Alert: CPU Utilization on ALDE-SRVR01 is Critical	,"Alert reset - issue detected as resolved by Orion
Orion Alert Details",alert cpu utilization on  is critical	
INC0144884,3 - Moderate,Alert: Memory Utilization on tcmprd-ws01.tcmis.com is warning,Now the utilization is normal,alert memory utilization on  is warning
INC0144885,4 - Low,ALERT: DISK SPACE on NIMBUS-C:\ Label: F07BBA16 has currently 10 % is available,"Alert reset - issue detected as resolved by Orion
Orion Alert Details
",alert disk space on nimbusc label  has currently   is available
INC0144886,2 - High,Critical ALERT:  A Microsoft IIS component  on GBVVSHR0 is in a current state of: Down,"
                                  Service is up and running fine.
                                  Hence, closing this ticket.",critical alert  a microsoft iis component  on  is in a current state of down
INC0144888,3 - Moderate,Warning Alert: Memory Utilization on USAZSCCMCAS01 is : 96 %,"Node Name: USAZSCCMCAS01
IP address: 172.16.21.7
Severity: Normal
Current memory utilization : 38 % 
Free Memory Available : 62 % 
Total Memory : 28.0 G
Memory Used : 10.8 G
Memory Available : 17.2 G 

",warning alert memory utilization on  is   
INC0144890,2 - High,Alert: CPU Utilization on ALDE-SRVR01 is Critical	,"
                               Utilization is back to normal.
                               Hence, closing this ticket.",alert cpu utilization on  is critical	
INC0144891,3 - Moderate,Warning Alert: Memory Utilization on gbdvssq0 is : 96 %,"
                               Utilization is back to normal.
                               Hence, closing this ticket.",warning alert memory utilization on  is   
INC0144892,2 - High,ALERT:  A M5 Monitoring Tomcat component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,alert  a  monitoring tomcat component  on  is down
INC0144894,2 - High,Critical ALERT:  A TCMIS services 2.0 component  on tcmprd-ws07.tcmis.com is Down,Webserver restarted and the component is UP now.,critical alert  a tcmis services  component  on  is down
INC0144896,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Critical,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar",critical alert  a jde_webserver_services component  on  is in a current state of critical
INC0144897,2 - High,Alert: CPU Utilization in GJDEWEB01 is Critical	,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar",alert cpu utilization in  is critical	
INC0144903,2 - High, NODE ALERT: AUS-BIPRD-FILE1 is Down,"Node status: Up
Node: AUS-BIPRD-FILE1
Node Description: Windows 2019 Server
IP Address: 192.168.11.67", node alert  is down
INC0144904,2 - High,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N1 is in a current state of: Down,Issue has been Resolved ,critical alert  a qvsexe component  on  is in a current state of down
INC0144905,2 - High,Critical ALERT:  A QVS.exe component  on AUS-BIPRD-N2 is in a current state of: Down,Issue Resolved ,critical alert  a qvsexe component  on  is in a current state of down
INC0144906,2 - High,Critical ALERT:  GROUP ALERT: Group is Down - APPLICATION - Qlik View,Issue Resolved ,critical alert  group alert group is down  application  qlik view
INC0144907,2 - High,WPM Critical Alert : A qlikview transaction state is Down,QlikView environment working fine now.,wpm critical alert  a qlikview transaction state is down
INC0144908,2 - High,WPM Critical Alert : A Qlikview_Access Point - SCA_Procurement transaction state is Down,SCA_Procurement working fine now.,wpm critical alert  a qlikview_access point  sca_procurement transaction state is down
INC0144909,2 - High,WPM Critical Alert : A Qlikview _Access Point - SIOP_Forecast_Viewer transaction state is Down,SIOP_Forecast_Viewer  working fine now.,wpm critical alert  a qlikview _access point  siop_forecast_viewer transaction state is down
INC0144910,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_OTD_Dashboard transaction state is Down,SIOP_OTD_Dashboard working fine now.,wpm critical alert  a qlikview_access point  siop_otd_dashboard transaction state is down
INC0144911,2 - High,WPM Critical Alert : A Qlikview_Access Point - SCA_Supplier_Scorecard transaction state is Down,SCA_Supplier_Scorecard  working fine now.,wpm critical alert  a qlikview_access point  sca_supplier_scorecard transaction state is down
INC0144912,2 - High,WPM Critical Alert : A Qlikview_Access Point - sca_customer_alignment.qvw transaction state is Down,sca_customer_alignment.qvw working fine now.,wpm critical alert  a qlikview_access point  sca_customer_alignmentqvw transaction state is down
INC0144913,2 - High,WPM Critical Alert : A Qlikview_Access Point - sca_buy_reqs.qvw transaction state is Down, sca_buy_reqs.qvw working fine now.,wpm critical alert  a qlikview_access point  sca_buy_reqsqvw transaction state is down
INC0144914,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_Delivery_Assurance_Dashboard transaction state is Down,SIOP_Delivery_Assurance_Dashboard working fine now.,wpm critical alert  a qlikview_access point  siop_delivery_assurance_dashboard transaction state is down
INC0144915,2 - High,WPM Critical Alert : A Qlikview _Access Point - HAAS ON TIME DELIVERY OOR OTD.QVW transaction state is Down,HAAS ON TIME DELIVERY OOR OTD.QVW working fine now.,wpm critical alert  a qlikview _access point  haas on time delivery oor otdqvw transaction state is down
INC0144916,2 - High,WPM Critical Alert : A Qlikview_Access Point - HARDWARE OPEN ORDERS.QVW transaction state is Down,HARDWARE OPEN ORDERS.QVW working fine now.,wpm critical alert  a qlikview_access point  hardware open ordersqvw transaction state is down
INC0144917,2 - High,WPM Critical Alert : A Qlikview_Access Point - INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW transaction state is Down,INCORACHEM_ANYDOC_FILEBOUND_VOUCHERED_DASHBOARD.QVW working fine now.,wpm critical alert  a qlikview_access point  incorachem_anydoc_filebound_vouchered_dashboardqvw transaction state is down
INC0144918,2 - High,WPM Critical Alert : A Qlikview_Access Point - SALES_4_CORNER_DASHBOARD.QVW transaction state is Down,SALES_4_CORNER_DASHBOARD.QVW working fine now.,wpm critical alert  a qlikview_access point   transaction state is down
INC0144919,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_FORECAST_ACCURACY.QVW transaction state is Down,SIOP_FORECAST_ACCURACY.QVW working fine now.,wpm critical alert  a qlikview_access point  siop_forecast_accuracyqvw transaction state is down
INC0144920,2 - High,WPM Critical Alert : A Qlikview_Access Point - SIOP_LOB_ALL.QVW transaction state is Down,SIOP_LOB_ALL.QVW working fine now.,wpm critical alert  a qlikview_access point  siop_lob_allqvw transaction state is down
INC0144921,2 - High,Alert: CPU Utilization on ALDE-SRVR01 is Critical	,Utilization Back To Normal ,alert cpu utilization on  is critical	
INC0144922,2 - High, NODE ALERT: ITEST2.WESCOHQ.COM is Down,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar", node alert  is down
INC0144923,3 - Moderate,Alert: CPU Utilization in GJDEWEB04 is Warning	,"Hello all,

Web instances are working fine and CPU utilization is normal after restart .
QC passed successfully. I am resolving the incident now.
Please reopen the incident if further assistance is needed

Regards,
Aparna Prakash",alert cpu utilization in  is warning	
INC0144924,3 - Moderate,Alert: CPU Utilization on GJDEWEB01 is Critical,"Utilization Back to Normal,",alert cpu utilization on  is critical
INC0144925,4 - Low, NODE ALERT: VALJDELOG01 has rebooted,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar", node alert  has rebooted
INC0144926,2 - High,TIER 2 - Non-Critical Device Down: CN-CHE-C1111-R01.wescoaircraft.com is Down,Alert reset - issue detected as resolved by Orion.,tier   noncritical device down  is down
INC0144927,4 - Low, NODE ALERT: DEVJDEJAS2 has rebooted,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar", node alert  has rebooted
INC0144928,3 - Moderate,Warning Alert: Memory Utilization on gbdvssq0 is : 96 %,Utilization Back To Normal,warning alert memory utilization on  is   
INC0144932,2 - High,Critical ALERT:  A LOLI component  on VARDA is in a current state of: Down,"Application Component: SQL Server(Unknown), SQL Server VSS Writer Up.",critical alert  a loli component  on varda is in a current state of down
INC0144933,2 - High,ALERT:  A ADC _sabrix _URL _monitoring component  on ws1.tcmis.com is Down,Application component is UP now.,alert  a adc _sabrix _url _monitoring component  on  is down
INC0144934,2 - High,Critical ALERT:  A Baseline Services_Windows component  on AUS-BIPRD-N2 is in a current state of: Down,Application Component: GPO Client Up And Working fine.,critical alert  a baseline services_windows component  on  is in a current state of down
INC0144935,2 - High,Critical ALERT:  A Baseline Services_Windows component  on XA6502 is in a current state of: Down,Application Component: CrowdStrike Falcon Sensor Service(UP),critical alert  a baseline services_windows component  on  is in a current state of down
INC0144936,4 - Low, NODE ALERT: GJDEWEB01 has rebooted,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar", node alert  has rebooted
INC0144937,2 - High,Critical ALERT:  A JDE_Webserver_services component  on GJDEWEB01 is in a current state of: Down,"Hello all,





Web instances are working fine and CPU utilization is normal after restart .



QC passed successfully. I am resolving the incident now.



Please reopen the incident if further assistance is needed





Regards,



Athira kumar",critical alert  a jde_webserver_services component  on  is in a current state of down
